transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInW0G,feeInAPT,feeInUSD,blockTimestamp
0x7cfbbcfab91a3bd9a01dfef10e2b832c7d7a7903de189c1c0cdd865003be583b,0xc090e88bdaa823b7c1dd8d9e24cbacb0f35f2675,ethereum-mainnet,kaia-mainnet,,,,,,,0.038451425545095327,,,,0.53,2025-12-08T00:10:47
0xb21f5437b2a3e8b3e67fb0823c924eba8834874ee2118b4266b1eebf95d85ba5,0x9c7c3eecdcf2b7debc8de3ddf2b9d95a75a9e7a8,ethereum-mainnet,binance_smart_chain-mainnet,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,10000246798,10000.246798,0.09259784155867398,926.00,0.040641649416360386,,,,0.56,2025-12-08T00:12:59
0x80a1d5819d6bd787b168119396b1ea149d430855933b62f5d6c9ea34af4e6c9b,0x5c60f12838b8e3eeb525f299cd7c454c989dd04e,ethereum-mainnet,avalanche-mainnet,0x911d86c72155c33993d594b0ec7e6206b4c803da,wstLINK,48693035438289263729,48.693035438289263729,19.895152371221982,968.76,0.038494671281660307,,,,0.53,2025-12-08T00:13:23
0x80167997605a8f5ceed8deba9e6ca96a547f2db2c1559df027da00e363783901,0x3e0954d9b32f823aff2f66173ffed5f453dedd93,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,248319977481677508618,248.319977481677508618,3.224983648453234,800.83,0.037616247018243301,,,,0.52,2025-12-08T00:18:59
0x907c8373dc11beb8265a308f9a07218b1c3eb7af51c12436fab47b5f3e530a96,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,3820826952526799387437,3820.826952526799387437,3.224983648453234,12322.10,0.038879588248895786,,,,0.54,2025-12-08T00:20:11
0xd91ff7375b9993d99e7419c68947a0fb1aa4993b8cc6889251e211263a6b4b48,0xe69f81b825d7dc31ee9becef4dbeab5cf30e3abb,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1230000,1.230000,0.999707147226489,1.23,0.067819862761100913,,,,0.93,2025-12-08T00:22:11
0xc4c0f9b13e59d496baa880cc142997d59b51aa7525c48769f0318c7f64dfc58a,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,10000000000000000,0.010000000000000000,3131.528049420704,31.32,0.037527367651674713,,,,0.52,2025-12-08T00:52:11
0x8899fed90c39d1197270373191747d4dce6e4b48952336a5ab961fe322f4b216,0x14faaae3c1b7eee2822d1fb8a927ab69fabe9cff,ethereum-mainnet,binance_smart_chain-mainnet,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,12744530000,12744.530000,0.09259784155867398,1180.12,0.040641649416360386,,,,0.56,2025-12-08T00:54:59
0x9dbbb0c252e3dfee759e385298810e04b314d9ad9527f7ba23ca0a1695ee90ae,0x6996c588fd0eaf3e46ab72b52fe1eab9b36f3d44,ethereum-mainnet,ethereum-mainnet-base-1,0x5f64ab1544d28732f0a24f4713c2c8ec0da089f0,DEXTF,8717000000000000000000,8717,0.12741044644391064,1110.64,0.037550609480318610,,,,0.52,2025-12-08T00:57:23
0xd2bef779a45379e43b5b29e7c6bd03f84c12032a27dddaa537b1c5217a62b14d,0x023fa838682c115c2cfba96ef3791cb5bd931fc7,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,547060518,547.060518,0.999707147226489,546.90,0.039218616436086026,,,,0.54,2025-12-08T01:04:35
0xf3bee13cd203cb372c5e7fac1c203b29eb041a208d78cb08a12c15ed7df5e443,0x3570f55aed3d13b158ede9324f85ebb388f918eb,ethereum-mainnet,binance_smart_chain-mainnet,0x9dc44ae5be187eca9e2a67e33f27a4c91cea1223,POWER,10012827918335253142151,10012.827918335253142151,,,0.040274469494547410,,,,0.56,2025-12-08T01:05:11
0xe0caef35ae837433b15b7534846ec1d765aa1433cb95d10d0c066c4e8e176176,0x3e0954d9b32f823aff2f66173ffed5f453dedd93,ethereum-mainnet,binance_smart_chain-mainnet,0xfa1c09fc8b491b6a4d3ff53a10cad29381b3f949,FF,1805706576332764188855,1805.706576332764188855,0.1142802963393466,206.36,0.041743189181799527,,,,0.58,2025-12-08T01:09:47
0x2c8094b0a54824d75206a630e422a45d7f04261e1faf8c6d552003de374244a4,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.037614264249150722,,,,0.52,2025-12-08T01:20:11
0xb806212d865f007845a233e1e8a6ed5b0dae79f094ccdbe2b8b8b0ba7bd2f7ee,0xf0000058000021003e4754dca700c766de7601c2,ethereum-mainnet,ethereum-mainnet-arbitrum-1,,,,,,,0.041256522403244997,,,,0.57,2025-12-08T01:24:47
0xbda21d7243be5454b4468e3479ffcddde51146b9c934bbf41b20337fb3006d37,0xf0000058000021003e4754dca700c766de7601c2,ethereum-mainnet,ethereum-mainnet-arbitrum-1,,,,,,,0.041066244716674430,,,,0.57,2025-12-08T01:25:47
0xd59f96010595181875b1640e90ee63014eeb0d4f8217a6ad6be66a7464245066,0x9c7c3eecdcf2b7debc8de3ddf2b9d95a75a9e7a8,ethereum-mainnet,binance_smart_chain-mainnet,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,10003080000,10003.080000,0.09259784155867398,926.26,0.040641649416360386,,,,0.56,2025-12-08T01:35:59
