transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0xc6efa810d0664271e6a06713999cf93dc923a95d8be95cf90729027552288343,0xcbf5b0674bb8bc66eaa36ced4f40e35839bb4c9a,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,50869461142,50869.461142,0.163546,8319.50,0.021711680632900032,,0.50,2025-08-31T00:12:11
0x7cfb98ca79273ff608f3b3f81462939cd10ce8366e2cfbe1c3b27ece60bc714c,0xc7f16d35100932ebe26beef8273f12f6a352e042,ethereum-mainnet,sonic-mainnet,0xdd4c6fd31ccf66e250790643947675153c221a91,xSILO,2420464305863166653529,2420.464305863166653529,0.02228417,53.94,0.022154456708928457,,0.51,2025-08-31T00:13:47
0x2b9677b5ee682df3c5c4b57a6c6f8a07169af2d2e6566fa2a769c238679ba457,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,binance_smart_chain-mainnet,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,4990013966011401440944,4990.013966011401440944,1.001,4995.00,0.023516195065126037,,0.55,2025-08-31T00:17:11
0x262c65cec624f4e04a30e25c23bd5cdd2a752466c6be55b5c7ebf1aea1f0154e,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,21885994854000000000000,21885.994854000000000000,1.001,21907.88,0.024425909884862596,,0.57,2025-08-31T00:17:59
0x83a33f4c901cee30a12af8f3901acd6727b7eddad0d7ce45662370391d72347e,0xcbf5b0674bb8bc66eaa36ced4f40e35839bb4c9a,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,158547717703,158547.717703,0.163546,25929.85,0.021711680632900032,,0.50,2025-08-31T00:37:59
0x0451fddf78b1c88bb7d4af5c97eba625e2adf6a60a1e8de8c5909ec74d2e2958,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,21519186843000000000000,21519.186843000000000000,1.001,21540.71,0.024425909884862596,,0.57,2025-08-31T00:39:59
0xf238c5ae712aa09b31363acab4d1c91b98aaf490355742f0cfa6c3534e6f90ea,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,polygon-mainnet-katana,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,385100,0.00385100,108306,417.09,0.021760104048774695,,0.51,2025-08-31T00:47:59
0x11d3632a4393327dcd4feafbe48d03096c407c70724bff17d028df7e120c04e4,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,avalanche-mainnet,0x68749665ff8d2d112fa859aa293f07a622782f38,XAUt,514582,0.514582,3460.71,1780.82,0.065552016429416757,,1.52,2025-08-31T01:05:11
0x3fdd47ac41e4ade87659c6a80e0ab26aa6aaeff6347b1162fa5adecff6fe2fd9,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,polygon-mainnet-katana,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,408500,0.00408500,108306,442.43,0.021760104048774695,,0.51,2025-08-31T01:05:47
0x3d7b3f498ab9ac7e75e8bf4ffa4ecadb49494c14b2e8988249f07962c654e8a0,0x622661ab4b6ab93c659e751f47ebb0c6e6ad9f48,ethereum-mainnet,ethereum-mainnet-base-1,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,3000000000000,3000,0.079408,238.22,0.021699937205335244,,0.50,2025-08-31T01:18:23
0x77601af92d64890718d14a02e021d152bf74939f71999bb26a9e8207b2634c61,0x5839f68950fadfc9e0d9735632e57700aa3c28e4,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,110831929955692038751,110.831929955692038751,0.128672,14.26,0.021843777216004591,,0.51,2025-08-31T01:28:47
0x2d299e985f112bb318089723a405b4da812b423aa4876bc4a7b5e2c415d0da9a,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,4170480575000000000000,4170.480575000000000000,0.03128923,130.49,0.022002432730888248,,0.51,2025-08-31T01:38:11
0x085ecc2b2b23497d7a4ee9b0580a630f348703c6c8dcb8cd589eafe46d073318,0xe1c14b9f065dead2e89ee35382f8bd42bdb87a04,ethereum-mainnet,ethereum-mainnet-base-1,0x8fe815417913a93ea99049fc0718ee1647a2a07c,XSWAP,131755133305639516933837,131755.133305639516933837,0.03923628,5169.58,0.021793740048171951,,0.51,2025-08-31T01:50:11
0x3fe9163855e4f4dbb770ebed2220142271744c74e8c99cb08570af08e33d4acd,0xdb57fdf5fd24a9d0e1ea94552eb2c7bdcb28fa27,ethereum-mainnet,berachain-mainnet,0x004e9c3ef86bc1ca1f0bb5c7662861ee93350568,uniBTC,10073582,0.10073582,107945,10873.93,0.021606712141416951,,0.50,2025-08-31T01:54:35
0xa2506cff9ea7d4798c873259b219e31d870ef1894a3f5e7af3923498488a93a2,0x023fa838682c115c2cfba96ef3791cb5bd931fc7,ethereum-mainnet,binance_smart_chain-mainnet,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,278972100000000000000,278.972100000000000000,1.001,279.25,0.023516195065126037,,0.55,2025-08-31T01:55:59
0x9cfe5e6d1823ccb40e28b0088f557ebded19bdcac9d23bb1a7a23bb96d215319,0xcae214dcc97572152a667d7c9c06b39d7790efea,ethereum-mainnet,berachain-mainnet,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,DOLO,90000000000000000000000,90000,0.326074,29346.66,0.021606184600902061,,0.50,2025-08-31T02:07:23
0xc8b1020595167007ec0dea82e6910ca39439b1247a8a9bd714f3a0cd6a1c0dfc,0xd24c03ba0f33793f8f7e4a38b76a3938cd2495ba,ethereum-mainnet,sonic-mainnet,0xdd4c6fd31ccf66e250790643947675153c221a91,xSILO,17849178308893369933865,17849.178308893369933865,0.02228417,397.75,0.022158359872970414,,0.51,2025-08-31T02:10:23
0x2b859460d13d8f0399ae0e176662508f134e0afb8b5c666340d7737aeedcd7b8,0xd77e2349ae278259480aede9745d9678afb5c956,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,19366129389425266687,19.366129389425266687,4390.78,85032.41,0.021813786096454867,,0.51,2025-08-31T02:18:47
0x012197102ae3fb697d0026c3fa203e9148612ee0f2d8067a28fd8b35c08a011c,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,63288400000000000000,63.288400000000000000,4390.78,277885.44,0.021814059152819545,,0.51,2025-08-31T02:24:11
0x78216a031cdcef6ac6ecda08f3d42ad66a420a4b8177bd040ae8aadb8a6ed918,0x9fdc6c51ac273637ead71b34e031c4e6b52bc57b,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,149978180127948104650699,149978.180127948104650699,0.999741,149939.34,0.023365713139318588,,0.54,2025-08-31T02:34:47
