transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,totalValue,feeInLink,feeInUSD,feeInSol,blockTimestamp
0x07018338f9a03b5d7ecca47cbad4c2468298192c6d077e6c3666574f5179139f,0x023fa838682c115c2cfba96ef3791cb5bd931fc7,ethereum-mainnet,ethereum-mainnet-base-1,0xb60acd2057067dc9ed8c083f5aa227a244044fd6,stTAO,567270420,0.56727042,451.89,256.34,0.02248408429,0.51,,2025-08-16 0:07:47
0xe04ccde1324e95719da4fabd152389858c6f50714564d9e10edbb81808c21b36,0x8e1d83c02e0f771e3acbc6e67f67c28d2345121a,ethereum-mainnet,bitcoin-mainnet-bitlayer-1,0x2cd3cdb3bd68eea0d3be81da707bc0c8743d7335,YBTC.B,529100,0.005291,117522,621.81,0.07841253811,1.78,,2025-08-16 0:11:11
0x06c67b07b603681fff7e39a673de24b5d8799d570fae043178f2e6b457a49020,0x3bb5c8a00190da68059f0f66c24794584eb10d07,ethereum-mainnet,ronin-mainnet,0xae78736cd615f374d3085123a210448e74fc6393,RETH,1.2E+20,120,5055.95,606714,0.0224626317,0.51,,2025-08-16 0:22:11
0x0e85842aceda2a08e382d418d96e99bf3d332d85acbe12c010e01ac36517c86a,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2.65E+17,0.265,4426.11,1172.92,0.02246292939,0.51,,2025-08-16 0:38:35
0xd22864e04ce3141d017476ecb79e136331aea0c8ff11fc652023bc41f1e21e0b,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.02364706976,0.54,,2025-08-16 0:45:23
0x47f5ad39e3e2f94b00d45a0c36bb538146914170b934f1be09b69d0570617903,0x571e7879347bf828cc8d0d5b83987df89b22adae,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,2.17E+20,217,0.999661,216.93,0.02382048301,0.54,,2025-08-16 0:46:23
0x100fa6fecd6ce8dcb52ce60ab0e5dcb81e94b104ceb1a10dfa4adc588ea7e216,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2E+15,0.002,4426.11,8.85,0.02246292939,0.51,,2025-08-16 0:47:47
0xc59f89d322d15e1a03f357aa01dffd2c08a7af881cc769e3ac38be6640991a0a,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.02364706976,0.54,,2025-08-16 0:52:35
0x6b0bda2859ccd2212be832f4e82f18f98b9e034748d054870b8bb6217a3ce6f7,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.02364706976,0.54,,2025-08-16 0:54:23
0xf76c30a000b0eb2691573544f711bba5cd13d8a3168c0b80191a9965bf80390b,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.02364706976,0.54,,2025-08-16 0:56:35
