transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInW0G,feeInAPT,feeInUSD,blockTimestamp
0xf95f911d8119c1bd19c4440a3ad20999841039992385d7d634d79d83d89d4be4,0x34b44b8c802ac1d41a24eccb2a4db224db4e14ca,ethereum-mainnet,ethereum-mainnet-base-1,0x5f64ab1544d28732f0a24f4713c2c8ec0da089f0,DEXTF,313000000000000000000,313,0.1284579867912585,40.21,0.040373696722238200,,,,0.51,2025-12-19T00:03:35
0xd7edeb519036607182cec72c035f51abbe7d6c4e1dc6f033de9360f3869f9c5c,0xfdff0b569f14af593d446e51b3e42f502124ac85,ethereum-mainnet,binance_smart_chain-mainnet,0xb31561f0e2aac72406103b1926356d756f07a481,VOOI,18171031418000000000000,18171.031418000000000000,,,0.044554425691629533,,,,0.56,2025-12-19T00:08:11
0x7d324c68cfa30201dc7ee3561466b2c178a34aaa4747491870d06ecc8767de8d,0x02e7b714fae84e4ba80f3cda5508553e7cf5042a,ethereum-mainnet,polygon-mainnet-katana,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,12799900,0.12799900,88209.55712084043,11290.74,0.040268280004681960,,,,0.50,2025-12-19T00:11:11
0x4738797e1157326c224bb5b5668b170498b3a912477c5cfc45369443b70ae01e,0x023fa838682c115c2cfba96ef3791cb5bd931fc7,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,20987127,20.987127,0.99983710762898,20.98,0.042023571705260714,,,,0.53,2025-12-19T00:13:35
0x03d1c51a7195dae9fc084312553b70f1663127a6aca08aeb888bd4da1b5bdafd,0x34b44b8c802ac1d41a24eccb2a4db224db4e14ca,ethereum-mainnet,ethereum-mainnet-base-1,0x5f64ab1544d28732f0a24f4713c2c8ec0da089f0,DEXTF,340000000000000000000,340,0.1284579867912585,43.68,0.040373696722238200,,,,0.51,2025-12-19T00:13:35
0xb2dabc22127200487a8fa2b7f36be29b7658f9b61018080aa43bb39d3ac2c703,0xfdff0b569f14af593d446e51b3e42f502124ac85,ethereum-mainnet,binance_smart_chain-mainnet,0xb31561f0e2aac72406103b1926356d756f07a481,VOOI,13388999861000000000000,13388.999861000000000000,,,0.044554425691629533,,,,0.56,2025-12-19T00:14:11
0x45d1ea46eb39380034185f16c11ec6012a74bac66108917e6cda2bc27925696b,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.042771730179239034,,,,0.54,2025-12-19T00:15:35
0x36ca52741bdcfbaeeaa0bf8b76fe71552e59e5645943924631472ae322e1280e,0xfdff0b569f14af593d446e51b3e42f502124ac85,ethereum-mainnet,binance_smart_chain-mainnet,0xb31561f0e2aac72406103b1926356d756f07a481,VOOI,13787836593000000000000,13787.836593000000000000,,,0.044554425691629533,,,,0.56,2025-12-19T00:15:35
0xd7b9b66dc6c0e1b972f8af3bd47ebbc77aaf51cb1a829357e519b6846ee14df7,0x4cbe437aa7a83457221d657207d78199ec330954,ethereum-mainnet,ronin-mainnet,0x9dc44ae5be187eca9e2a67e33f27a4c91cea1223,POWER,14992944704000000000000,14992.944704000000000000,0.2599011108212347,3896.68,0.040324414370526099,,,,0.51,2025-12-19T00:15:59
0x7ec7b214496b9589fae66e5a7474adc908446c02f44e0a6addfbe42200435e11,0xe69f81b825d7dc31ee9becef4dbeab5cf30e3abb,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1230000,1.230000,0.99983710762898,1.23,0.071036320149388724,,,,0.89,2025-12-19T00:22:47
