transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInW0G,feeInUSD,blockTimestamp
0x564aae28b2d9a9b5e8c3ad048f3a783e5296b83b0a1e1611d1ea682fd6d54c60,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,383903728181610898828,383.903728181610898828,0.014856539060606903,5.70,0.023472671594367105,,,0.53,2025-10-02T00:03:23
0x564aae28b2d9a9b5e8c3ad048f3a783e5296b83b0a1e1611d1ea682fd6d54c60,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,383903728181610898828,383.903728181610898828,0.014856539060606903,5.70,0.023472671594367105,,,0.53,2025-10-02T00:03:23
0x564aae28b2d9a9b5e8c3ad048f3a783e5296b83b0a1e1611d1ea682fd6d54c60,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,383903728181610898828,383.903728181610898828,0.014856539060606903,5.70,0.023472671594367105,,,0.53,2025-10-02T00:03:23
0x564aae28b2d9a9b5e8c3ad048f3a783e5296b83b0a1e1611d1ea682fd6d54c60,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,383903728181610898828,383.903728181610898828,0.014856539060606903,5.70,0.023472671594367105,,,0.53,2025-10-02T00:03:23
0x564aae28b2d9a9b5e8c3ad048f3a783e5296b83b0a1e1611d1ea682fd6d54c60,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,383903728181610898828,383.903728181610898828,0.014856539060606903,5.70,0.023472671594367105,,,0.53,2025-10-02T00:03:23
0x564aae28b2d9a9b5e8c3ad048f3a783e5296b83b0a1e1611d1ea682fd6d54c60,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,383903728181610898828,383.903728181610898828,0.014856539060606903,5.70,0.023472671594367105,,,0.53,2025-10-02T00:03:23
0x564aae28b2d9a9b5e8c3ad048f3a783e5296b83b0a1e1611d1ea682fd6d54c60,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,383903728181610898828,383.903728181610898828,0.014856539060606903,5.70,0.023472671594367105,,,0.53,2025-10-02T00:03:23
0x564aae28b2d9a9b5e8c3ad048f3a783e5296b83b0a1e1611d1ea682fd6d54c60,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,383903728181610898828,383.903728181610898828,0.014856539060606903,5.70,0.023472671594367105,,,0.53,2025-10-02T00:03:23
0x564aae28b2d9a9b5e8c3ad048f3a783e5296b83b0a1e1611d1ea682fd6d54c60,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,383903728181610898828,383.903728181610898828,0.014856539060606903,5.70,0.023472671594367105,,,0.53,2025-10-02T00:03:23
0x07363724fbcc7880b0497df2b23d38fbeb2ad6bce1fdb764bd3746b449ef3766,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,sonic-mainnet,,,,,,,0.026028336720030024,,,0.59,2025-10-02T00:09:11
