transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0x5158cadb2b14db6c742e4cf284cb0e23821eabfbd14d04c5253049a3b1433230,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,6000000000000000,0.006000000000000000,4310.26,25.86,0.022002205171106216,,0.51,2025-09-08T00:08:23
0x79ed5eb29be117503cef8ecadf61200d85fec29b1a93213691876c3203712caa,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,bitcoin-mainnet-bitlayer-1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2566796674031318,0.002566796674031318,4310.26,11.06,0.073942860012470912,,1.70,2025-09-08T00:12:59
0xecc81fecf7116aa7c5280159d16a4ce72e861a2217214f0aa70c28979258a2d1,0x46b903e7fbc90df27763374d3c399fd6e602e3c0,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,39994000000,39994,0.23785,9512.57,0.021966825958364029,,0.51,2025-09-08T00:43:11
0x308e4f76f8e8d232301f0aa097963e0e2bf5d24bf667b413d5655a90158e8cb1,0x59c6f17cfa638ff539bbec47b1ab859795d507b8,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,31503134161,31503.134161,0.23785,7493.02,0.021966825958364029,,0.51,2025-09-08T00:46:35
0xe9332d3f619217ea542c989287f5c3ca61cd064d97a137d9f9b376c41fd55b2f,0xefa17ccf92e5d3079f438d39da832007b02d37f8,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,997000000,997,0.23785,237.14,0.021966825958364029,,0.51,2025-09-08T00:48:23
0xe8b8fa848eff5741a235193ca58cec468631c5c445ce03a0037c39455ebefbe6,0x46e96c67d74257fd29969928f11cbdac362a6201,ethereum-mainnet,ronin-mainnet,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,AXS,120501515370000000000,120.501515370000000000,2.5,301.25,0.020319705201751762,,0.47,2025-09-08T00:51:23
0xc38dc54b18bfb31aa0030d07b1390984a17447df03632360b66193a47d7a2ae1,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,1845232334,1845.232334,0.23785,438.89,0.022035897601158243,,0.51,2025-09-08T00:59:35
0x5edec3e630ae3c8a8329caca9d29f7cc8367565a5b9c94342d223190c885a194,0xf7462251c14d2fb83c7ab96367a7985423c83010,ethereum-mainnet,ethereum-mainnet-linea-1,0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,rsETH,600000000000000000000,600,4536.52,2721912.00,0.102305175525052916,,2.36,2025-09-08T01:12:59
0xde9374f67c3f934331ed4c7861f41a5085dfb0e27b6a912a6cea9a2dd05992c0,0x492222c37faea031f1c2f7401c14a033c109d3cb,ethereum-mainnet,berachain-mainnet,0x2ec37d45fcae65d9787ecf71dc85a444968f6646,brBTC,20232888,0.20232888,116166,23503.74,0.021881651855267463,,0.50,2025-09-08T01:13:47
0x7f9b961a1cbe8329bea47f57143b58fc53030ff4d84d96629514ed8a54673844,0xefa17ccf92e5d3079f438d39da832007b02d37f8,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,256600187612,256600.187612,0.23785,61032.35,0.021935948884452675,,0.51,2025-09-08T01:20:35
0x91930e294dc1338763beaee4ac93195437a70912dc62f0346459be9874d6b6bc,0x343e9e1380f3147e6e5426f867f5f210d55e26c9,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,1005425441648570719005,1005.425441648570719005,0.998952,1004.37,0.023628881080944835,,0.54,2025-09-08T01:36:11
0xc03cc3a9f69dfb358fcd96f0b118cff073ddd44147bac1db77087dcca11e0b94,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.021975741283606555,,0.51,2025-09-08T01:37:47
0x966f8d4fccbfc5d960ddf711c023a2b4c229df81a9922186b172cc6834ba0569,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,sonic-mainnet,0xf0b2dd79324a66d2108c961d680f7616e1486bb0,SILO,160545274934859823912311,160545.274934859823912311,0.02275312,3652.91,0.022253879584455637,,0.51,2025-09-08T01:45:59
0x506e0eae37bde5e1c07c19bb661f71f406184a375a1e57db5b487e043ec14309,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,avalanche-mainnet,0xf0b2dd79324a66d2108c961d680f7616e1486bb0,SILO,32255875385962763649024,32255.875385962763649024,0.02275312,733.92,0.022510837195612091,,0.52,2025-09-08T01:45:59
0x859119517de4edadbdd04c31d0db8ffca58f685fc0d19db4df6ab5d7a205ca2e,0x5c60f12838b8e3eeb525f299cd7c454c989dd04e,ethereum-mainnet,avalanche-mainnet,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,SHIB,12479871175523350000000000,12479871.175523350000000000,0.00001288,160.74,0.022916202897490093,,0.53,2025-09-08T01:49:23
0x232b3182450be88a9eb3be1d60e146c0f840d3ccd010f56d1aae66ac45b20111,0x9fdc6c51ac273637ead71b34e031c4e6b52bc57b,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,140000000000000000000000,140000,0.998952,139853.28,0.023628881080944835,,0.54,2025-09-08T01:49:23
0x9c1a001fa13eb67a471c00b2928ce9e7679e5235dd2e0bf0a9ec9b8f116c2815,0x622661ab4b6ab93c659e751f47ebb0c6e6ad9f48,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,3000000000,3000,0.23785,713.55,0.021935948884452675,,0.51,2025-09-08T01:55:59
0x352af75eb577b7828047ae058b423f460fc036998573a349b61ce190cf549148,0x28b742ca0dd66135cea4544f5f20a32f6ff0993e,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,3875000000000000000000,3875,0.999788,3874.18,0.023193259783998926,,0.53,2025-09-08T02:01:35
0xa093a51bad83376d9db351645b26cd8ffb1a25ae4d78ef7cbed4c082e2f52dc4,0xb223b2bbaa38d9b859926a454d16e48c30409382,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,tETH,20000000000000000,0.020000000000000000,5236.98,104.74,0.023040471118931507,,0.53,2025-09-08T02:03:47
