transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInW0G,feeInAPT,feeInUSD,blockTimestamp
0x30bcfa063b9546a620f42990fe0c46968324706dc6e041e3db294dd4b2778317,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,13775497270000000000000,13775.497270000000000000,0.0897245333144704,1236.00,0.032386490809401321,,,,0.61,2025-10-12T00:05:47
0x44d17ab10eaa42476e07c50c8fc063fed4e7f330e2512fbdc1e0e439fb767c88,0x4424dedc285c7a9e338cb728f831d81880158689,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,76000000,76,0.9999006613803383,75.99,0.029936331548030340,,,,0.56,2025-10-12T00:07:47
0x3f4a7f370757529d101d99875ac302bd20c0a7a6edd73a6fce3c002ce6bcafad,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,10000000000000000000,10,4141.846591544412,41418.47,0.028398251879488613,,,,0.53,2025-10-12T01:11:47
0x2cf552586935a46b3b168055ccebcd32fc92148ee956fa8eeae41b2f81d69bf1,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,4457883388000000000000,4457.883388000000000000,0.0897245333144704,399.98,0.032386490809401321,,,,0.61,2025-10-12T01:34:11
0xc95de695fe8f2f10e35d6b18da1151ec1807698b8d109c8ad2a6e3036ca626e7,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,4443287184000000000000,4443.287184000000000000,0.0897245333144704,398.67,0.032386490809401321,,,,0.61,2025-10-12T01:35:35
0x9e1282c76b0d9afbe5d916b8a32013a9c1af94dc11c414ebe177daacc3cd6397,0x9867de173be577dca780672183df8bd977a39ee4,ethereum-mainnet,binance_smart_chain-mainnet,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,171554623176000,171554.623176000,0.05048321212960804,8660.63,0.030923036831937947,,,,0.58,2025-10-12T02:13:47
0xd71f154d18f291bc9d3bb81ff65e53e7ed13bcb9c5ea45be5b2e2ed7b345026f,0x12f93c2fc299cf6ef98046e0b8f4bb61053ae8be,ethereum-mainnet,ronin-mainnet,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,AXS,1298087682910000000000,1298.087682910000000000,1.6868010269108413,2189.62,0.028392538855361700,,,,0.53,2025-10-12T02:18:47
0x1d733c62418044dd8eb2e39b296dceef367e12e1dd0dc598c98603667408c237,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,4428617898000000000000,4428.617898000000000000,0.0897245333144704,397.36,0.032314776210582173,,,,0.61,2025-10-12T02:19:35
0xb64564190b8176002dc415104b542e2fe5ac309797938d8fdb2d3db2669ae679,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,8813947963000000000000,8813.947963000000000000,0.0897245333144704,790.83,0.032314776210582173,,,,0.61,2025-10-12T02:46:59
0x83cffcffae6705e9b36181563dc47f5b520cb1e5feb45867b02a1f6ccecf3896,0x742488f4eaa4dde04fb42a531292173c9a30d741,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,750000000,750,0.9999006613803383,749.93,0.028392538855361700,,,,0.53,2025-10-12T02:55:11
0x739ff41ab1f179e701c3766e7ab782a724891c58debbd2e59eeb731a84619c13,0xd3088974784cfa3b4e7938f28f16345eeff8036b,ethereum-mainnet,binance_smart_chain-mainnet,0x6c76de483f1752ac8473e2b4983a873991e70da7,BTR,791047933155990000000000,791047.933155990000000000,0.05958134072373295,47131.70,0.030926599684747418,,,,0.58,2025-10-12T02:57:11
0x08eaa1b631703fbc3a414c532248a9d511a4fcb0397e98673e7086ab8cb1f3b3,0x88135dd0e7a8a2e42272dda89849a997ce2e83f7,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.033067098428835082,,,,0.62,2025-10-12T03:20:11
0xa872dc2f5836c1ae3fd8579cc18f37f9f64b2742d2498c6deb3ac1f5cd3c14fd,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.029556380985077929,,,,0.56,2025-10-12T04:00:59
0xf5466720fbbc96dacaa8fd1e47ac7a6903490e105708fc2c92ad1957dd329f52,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,ethereum-mainnet-base-1,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,4607700,0.04607700,115468.88246071976,5320.46,0.029693672053404362,,,,0.56,2025-10-12T04:10:35
0x052cee0d04fd37aec6411849e69cfd5fb18b31d44e7a917d7e6723bbbc663f0d,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,binance_smart_chain-mainnet,0x24a3d725c37a8d1a66eb87f0e5d07fe67c120035,EDEN,9008173521823911461576,9008.173521823911461576,0.16309301240416316,1469.17,0.031576680126481432,,,,0.59,2025-10-12T04:22:11
0xe5e7fed8af2b0d61e293e3a0160c2a274b87aab27224cfb1df0ff28444a546c4,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,4487449497000000000000,4487.449497000000000000,0.0897245333144704,402.63,0.033005967755589782,,,,0.62,2025-10-12T04:29:11
0xc25b44e57733a23dd0e1626dcc522ecf367af0942be14246cb788ad32647a74f,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,8930746913000000000000,8930.746913000000000000,0.0897245333144704,801.31,0.033005967755589782,,,,0.62,2025-10-12T04:30:11
0x3e4f23b313fef310da2ad42bcfd284a6833523c869b446ea77bb80fa0f931850,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,8872358573000000000000,8872.358573000000000000,0.0897245333144704,796.07,0.033005967755589782,,,,0.62,2025-10-12T04:40:23
0x0588f482a9a1739e768c05f7896bf134842b6d8d409d8f78f50cd266f38109e5,0x492222c37faea031f1c2f7401c14a033c109d3cb,ethereum-mainnet,ethereum-mainnet-base-1,0x004e9c3ef86bc1ca1f0bb5c7662861ee93350568,uniBTC,10060471,0.10060471,114890.33165850265,11558.51,0.029308349136793751,,,,0.55,2025-10-12T04:44:35
0x26fb676d2b1b313ba4390750e7cbad2ea30785455c916a1f228293a7a10adca7,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,8945694820000000000000,8945.694820000000000000,0.0897245333144704,802.65,0.033005967755589782,,,,0.62,2025-10-12T04:54:23
0xf55244e9f8b2088a5d19f00d91f5a43d560109f56e0c87e8bcdac683724ddb4a,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,9708453502000000000000,9708.453502000000000000,0.0897245333144704,871.09,0.033005967755589782,,,,0.62,2025-10-12T04:57:47
0x6325860ea19c19f8562737e56b87b6288f315d68c10a974e62866ed289bc3d95,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,8887160067000000000000,8887.160067000000000000,0.0897245333144704,797.40,0.033005967755589782,,,,0.62,2025-10-12T05:15:59
0xd384b6c432cf84d341cf42a6a4c164e5632f5c6f3ed171b7c644490e8193d5c6,0x7bba7524ee1d35efcafa206a52a09df04a3bb8f3,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,17380718354723839691637,17380.718354723839691637,0.9987363084330382,17358.75,0.029311177229823928,,,,0.55,2025-10-12T05:30:47
0x2724e747255503747b63052420eb6cd9e90c9208db7fe5a2d3b0b9391c83eafa,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,4456682885000000000000,4456.682885000000000000,0.0897245333144704,399.87,0.033005967755589782,,,,0.62,2025-10-12T05:30:59
0x27184282df587d974da3f09625b2359f7e0c556d061482fdb52704596707fc5a,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,11296779743000000000000,11296.779743000000000000,0.0897245333144704,1013.60,0.033005967755589782,,,,0.62,2025-10-12T05:33:47
0x288868814a7b56832d9c5fa703566b38f48fa6e325042dcba0359272b781a4bf,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,8933876626000000000000,8933.876626000000000000,0.0897245333144704,801.59,0.033066528800291282,,,,0.62,2025-10-12T05:59:47
0xe28be3c1bba35518413ee7ea144d1d7936b7b85822c1d8eb633e739b97a56776,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,8875457641000000000000,8875.457641000000000000,0.0897245333144704,796.35,0.033066528800291282,,,,0.62,2025-10-12T06:01:11
0x168c89a23f1c92344b3cdda6b7d46f4a44fab9142a2a71c673bfbe377f980a63,0x06bd9104385976fd280dbc0d69dd9ca8cde51cbc,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,9999490707850204224486,9999.490707850204224486,0.9987363084330382,9986.85,0.027407225057096231,,,,0.52,2025-10-12T06:09:35
