transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0x92920fa6820b1d536deb66ed4a17723cbcb990caaa39ef26ef261bd3e172f4a6,0x9fdc6c51ac273637ead71b34e031c4e6b52bc57b,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,130000000000000000000000,130000,0.99987,129983.10,0.024068712391624069,,0.58,2025-09-17T00:21:11
0x4aff997db1d356261568abe1e2c7499abf549dfefa78783ca178a78a23123371,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0xc719d010b63e5bbf2c0551872cd5316ed26acd83,DIP,68230564522000000000000,68230.564522000000000000,,,0.022448623631053953,,0.54,2025-09-17T00:42:35
0xdee4a63f6ccd628697cc32e3b73265a25732c8994186e80bb8c8e3a9469b0138,0x9dbb4c06357c3e9d92737d78f1a5d541b63ec7ee,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,340000020000000000000000,340000.020000000000000000,0.99987,339955.82,0.024069086242173746,,0.58,2025-09-17T00:44:35
0x2f18c7da69fd28aa5da6bf32b21283e8a973b3c7f86f1150132fec6826c3bb16,0x9fdc6c51ac273637ead71b34e031c4e6b52bc57b,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,170959600000000000000000,170959.600000000000000000,0.99987,170937.38,0.024069086242173746,,0.58,2025-09-17T00:45:11
0x2e340ae1fef27fdba58b617608b231ccf67633286b4184d7aece5426ed0dd057,0xafd24a2f5fe62a81e9a5d3aef0e3620737dbe22f,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,400215000000000000000000,400215,0.99987,400162.97,0.024069086242173746,,0.58,2025-09-17T00:51:23
0x49bcaf0716db05f7e65ac50502772a7d6daef89c8c71ed0c81edbe276b2eef5e,0x7e8fbbdef68a2a965646fb95847fd8773cd2afc5,ethereum-mainnet,ethereum-mainnet-base-1,0xc719d010b63e5bbf2c0551872cd5316ed26acd83,DIP,37168062821833249914880,37168.062821833249914880,,,0.022448623631053953,,0.54,2025-09-17T01:04:47
0x9a3c5dc6c87de165d321a6cb542864d4b8f474eddbc2abd7d2b43267b05882ed,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1000000000000000000,1,4593.41,4593.41,0.022278440197726974,,0.53,2025-09-17T01:06:23
0x4dc3d1af3f05f74055fffc405855097bd602cc75aa5997952a6ffa9f3e5e1719,0x9dbb4c06357c3e9d92737d78f1a5d541b63ec7ee,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,340075760000000000000000,340075.760000000000000000,0.99987,340031.55,0.024069086242173746,,0.58,2025-09-17T01:11:11
0x6a09258c49b3e4d65827ea060ba23d92c460b93696f80e289d698ad1896e2d48,0x5cb7d1b2fd1488dca1ca0169ef840c485d29e36f,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,278472360401842724327,278.472360401842724327,0.122881,34.22,0.022365151521211157,,0.54,2025-09-17T01:15:47
0xb04baf2c50f386125edc7ae153f2ae95500cdc6c738fa7e1336c00a3cdc32643,0xc5f63cbbd6dd02112c9d96f4af2e7619cd9e3c14,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.042000759506332482,,1.01,2025-09-17T01:17:47
