transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0xcc5eaeb248b08d150ebda85e4ae245d38d38fc4e93bd04aa4dafeaf0ecb5a76f,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,DPI,4136620896150950688,4.136620896150950688,100.94,417.55,0.024772217574598260,,0.53,2025-09-30T00:01:35
0x2028c344cf5a45986b4f2a8a686c8f8e820e99e133d4b186fecb428aafd942db,0x59c6f17cfa638ff539bbec47b1ab859795d507b8,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,29994950000,29994.950000,0.225185,6754.41,0.023877016948121770,,0.51,2025-09-30T00:03:35
0xeb6520379d7fa43be1f05ddbbfdf7f6286ce767e49afa1c261bd19f161e3ea69,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.024056996820948123,,0.51,2025-09-30T00:05:11
0xf3ea014032bd498cda94d0f0912c34a7fd6084dd97a2e9da5dfbacbab6d5d32b,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,8308587527000000000000,8308.587527000000000000,0.098555,818.85,0.026761152165181160,,0.57,2025-09-30T00:17:23
0xa70478dd2ce28b62caedcddf47619b9cc5cbf958299d500e4fc611808a340776,0xc02f621e863927114ff32275cf92114bb0d0adbe,ethereum-mainnet,binance_smart_chain-mainnet,0xfa1c09fc8b491b6a4d3ff53a10cad29381b3f949,FF,6617700000000000000000,6617.700000000000000000,0.193316,1279.31,0.025596391323369057,,0.55,2025-09-30T00:18:11
0x2ba239a0bd9718fe7dda43048e3ab3f3f0a2265db566860f62b16c2707f9d49b,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-base-1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,344460274068100688,0.344460274068100688,4145.47,1427.95,0.047425964687672087,,1.01,2025-09-30T00:24:23
0x78c26ac3486e27dd9414ea5aa371cd9e511d285e1ee1611dd731c80d374b3e62,0x879b5bd7459e60e0690f0294e45ffcaf3ff9e530,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,101229427845,101229.427845,0.225185,22795.35,0.023506939676138466,,0.50,2025-09-30T00:29:11
0x3cf3b69083619dbbc23320016f1770c43bfabecc9b55232d12768f23b234294c,0xc693b4ffb338579467a541b2bf267b1955870920,ethereum-mainnet,binance_smart_chain-mainnet,0xfa1c09fc8b491b6a4d3ff53a10cad29381b3f949,FF,5000000000000000000000,5000,0.193316,966.58,0.025596391323369057,,0.55,2025-09-30T00:34:23
0x9a2eeb0d2f11d6b339caf69f9c4457b5e0a062c71f66f9fffc2d34025e883baf,0x68e7e72938db36a5cbbca7b52c71dbbaadfb8264,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,809474607959,809474.607959,0.999702,809233.38,0.024944186454611505,,0.53,2025-09-30T00:44:47
0x246c4bd2c4fd613f06b0b81dc19bf05947b3ce92c5ce31743720347c5a767579,0xc693b4ffb338579467a541b2bf267b1955870920,ethereum-mainnet,binance_smart_chain-mainnet,0xfa1c09fc8b491b6a4d3ff53a10cad29381b3f949,FF,40720700000000000000000,40720.700000000000000000,0.193316,7871.96,0.025596391323369057,,0.55,2025-09-30T00:58:23
0xfa0f397a1b6dbe56a7ced807d0aabcfe7a673672ae02583e127e9a3ac8a747b7,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2000000000000000000,2,4145.47,8290.94,0.023527603957416657,,0.50,2025-09-30T01:00:59
0x3802ed0a66779f65b92c20c64ae249b67f9f2d767452c5af4148c05e9318eb80,0x19b0c1ce9b44b3063953ec408ac77e1e05313cb8,ethereum-mainnet,binance_smart_chain-mainnet,0xfa1c09fc8b491b6a4d3ff53a10cad29381b3f949,FF,45000000000000000000,45,0.193316,8.70,0.025596391323369057,,0.55,2025-09-30T01:06:23
0xb52894c726918974d9945d6dee16055fbad2c28a60609940105daa6fe11115d2,0x7a31ded37d732daa6e4c9e03df2b05022258ec0f,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,289110694186672846081945,289110.694186672846081945,0.997486,288383.87,0.025596391323369057,,0.55,2025-09-30T01:10:47
0x291abf39166ccd3227816d057d6d022f08a5a2edf02489f6fd37f97eb8404169,0x0ddba41faee350345cd48dac501cba7903844464,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,196750768483775497823832,196750.768483775497823832,0.997486,196256.14,0.025596391323369057,,0.55,2025-09-30T01:17:35
