transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInW0G,feeInAPT,feeInUSD,blockTimestamp
0x0f19d07a435562d3e0519de48e0e1010ae97f0a709e2ca8211932921f842ce49,0x023fa838682c115c2cfba96ef3791cb5bd931fc7,ethereum-mainnet,ethereum-mainnet-optimism-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,302850068,302.850068,0.9997897323244022,302.79,0.037790577236231970,,,,0.47,2025-11-30T00:04:47
0x23a65a5e5d1ffcc5039991d818a6088b715f4fc27fe53f1d3556374437a440e8,0xe69f81b825d7dc31ee9becef4dbeab5cf30e3abb,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1230000,1.230000,0.9997897323244022,1.23,0.068171751633411021,,,,0.86,2025-11-30T00:22:35
0x573d3221084940b166f59a1907e00bad00fcd74019957068358abff6938aa8cf,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.040282200470053472,,,,0.51,2025-11-30T00:23:47
0xd0c07293d3787a0a449114fbe0150f473e5bfac39d6d9514ebc85198942fb4f4,0xde87d7e06cff1e2bf7bc90c82503c84d214b5614,ethereum-mainnet,ronin-mainnet,,,,,,,0.037944439363754918,,,,0.48,2025-11-30T00:30:59
0xe5cc199f41dbfa67ba2d612d713441f0d0a9d72d951b2ab89e5a8643e6879d92,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.040286387504705902,,,,0.51,2025-11-30T00:40:59
0xf60b65e3b4c295e3c9b075543dc573579dab4a4e6f2e0effe9ae50f44c0d4dd6,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,4084967320261437908500,4084.967320261437908500,2.931191565286284,11973.82,0.037863593899152330,,,,0.48,2025-11-30T01:10:11
0xa6cb0216d465968e3bfce83d82a254fbda5d495decd1c93a7f2c8bafd7074600,0xde87d7e06cff1e2bf7bc90c82503c84d214b5614,ethereum-mainnet,ronin-mainnet,,,,,,,0.037944439363754918,,,,0.48,2025-11-30T01:11:47
0xa4f16f1354496760dade82d11f5b32ea13a7edb1539ace0455d469186320fa12,0xac18d21721d4702fce58ae775ed9c1bd18faac88,ethereum-mainnet,ethereum-mainnet-base-1,0x5f64ab1544d28732f0a24f4713c2c8ec0da089f0,DEXTF,3526385682000000000000,3526.385682000000000000,0.17067540977813575,601.87,0.037915550954211674,,,,0.48,2025-11-30T01:16:11
0xbc1e6f9f525470767dc3916c0e3380e80c46d5df8e586e361305d152b95fd9fa,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,20000000000000000,0.020000000000000000,2905.6616761182527,58.11,0.037880352639204577,,,,0.48,2025-11-30T01:23:35
0x1d571d0c27cb7c5c843cb1dcb0ba43aaff7f79e662722e079ed00e78f35ac018,0x2189c71196e9d8f3de94807e38504b96a1cc37b4,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,5000000000000000,0.005000000000000000,2905.6616761182527,14.53,0.037880196864408799,,,,0.48,2025-11-30T01:35:35
0x6982dd3db657d32184ce3f33c76417508cc51a9368cc7ea83d11befa5d56fda8,0xde87d7e06cff1e2bf7bc90c82503c84d214b5614,ethereum-mainnet,ronin-mainnet,,,,,,,0.037944439363754918,,,,0.48,2025-11-30T01:53:11
0x0f9cb41a499eec79bb79e150cad8bd27918e785ad50964ba19080f28b68bcc22,0x9f6ed1f916e45f0bd49d9b5befca2650e24a0b07,ethereum-mainnet,ethereum-mainnet-base-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,28266142419942162178,28.266142419942162178,0.9952207806506705,28.13,0.037413366180481814,,,,0.47,2025-11-30T02:18:11
0xe59eb4502be0a0aa142be63fab3eeeb32efa7e59daf8c27ca5bd49bdcec39aa9,0xde87d7e06cff1e2bf7bc90c82503c84d214b5614,ethereum-mainnet,ronin-mainnet,,,,,,,0.037944439363754918,,,,0.48,2025-11-30T02:34:11
0xa062f5a1079b9c307a7cd50e4c984a600f71fc3edd169f7d4c6fef06f4dd12ff,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.037842852798032123,,,,0.48,2025-11-30T03:00:35
0xfbdc6569deb3ae97ed0edb848dad74bc3833ecb21a1428dc25c6aee9f1f8d68d,0xde87d7e06cff1e2bf7bc90c82503c84d214b5614,ethereum-mainnet,ronin-mainnet,,,,,,,0.037943522720347671,,,,0.48,2025-11-30T03:15:47
0x973ae6626f27446763a2f5baad8f2bd7ddf3d3804cd1609162e2c988badaba78,0xe9026d15b45866592d763e0745a0def4437c74c2,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,473119024560000000000,473.119024560000000000,0.17054530323923014,80.69,0.038692042612974237,,,,0.49,2025-11-30T03:18:35
0x337db41059511ef9be56dd74fb6612a4f26552ee964d6b280e1c03683320e614,0xac18d21721d4702fce58ae775ed9c1bd18faac88,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,4886999152405000000000000,4886999.152405000000000000,0.00006080880852942962,297.17,0.037843545464538719,,,,0.48,2025-11-30T03:23:47
0x0ec5308be16b32141f7d3809f8b1c9087d42f8b64c9920948a7846f72e862bbb,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.040294940190082798,,,,0.51,2025-11-30T03:40:35
0xc25125345ed1ff2851b7615cce268d41209cf231f53debafc03a2128df88491e,0x3e0954d9b32f823aff2f66173ffed5f453dedd93,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,2595372016658933228842137,2595372.016658933228842137,0.00006080880852942962,157.82,0.037843545464538719,,,,0.48,2025-11-30T03:42:35
0xe77bdf4bd04728c5896f42a959124809f173b26637138ccfaa4aaeb3bf2292a0,0xac18d21721d4702fce58ae775ed9c1bd18faac88,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,9760505780080000000000000,9760505.780080000000000000,0.00006080880852942962,593.52,0.037843545464538719,,,,0.48,2025-11-30T03:44:23
0x2baa26c2e01d1d4348a1beccf507f9991cad9986070999d8e4aedeaa09a2e634,0xde87d7e06cff1e2bf7bc90c82503c84d214b5614,ethereum-mainnet,ronin-mainnet,,,,,,,0.037943522720347671,,,,0.48,2025-11-30T03:56:59
0xe6f473005d1ec6d2126c0bc76b92af203eba6979423d9ecbb10780c6dd8147bb,0x023fa838682c115c2cfba96ef3791cb5bd931fc7,ethereum-mainnet,ethereum-mainnet-base-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6909079,6.909079,0.9997897323244022,6.91,0.037828496187653528,,,,0.47,2025-11-30T04:22:59
0x501b93347c054b86cfc81dbee420c6dfdde92e779bdddc40f680ea3e40f9afb2,0xde87d7e06cff1e2bf7bc90c82503c84d214b5614,ethereum-mainnet,ronin-mainnet,,,,,,,0.038022395287049766,,,,0.48,2025-11-30T04:37:59
0xed8627f09d0c2f528b8030882d88823f20553c916e6e57a649565d7d07833762,0xc5655450d4d738869d003b24b4ded842cea5af78,ethereum-mainnet,polygon-mainnet-katana,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,1400000000,14,89275.14751123439,1249852.07,0.037920955412683359,,,,0.48,2025-11-30T04:38:59
0x4a3aac3f8a890cb0bfd4b7cd04ce9a0bb679d72da3d0c4df2b640a15f14bc392,0xcc7437833ad7d4c6f12f1dd3d6baff8437e61c3c,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,51568577366311726693,51.568577366311726693,0.17054530323923014,8.79,0.038215926208934811,,,,0.48,2025-11-30T05:15:11
0x9f5996bffe860797f058f7cf40ab0cb05d852d898f1d0cab6f53885691a059f9,0xde87d7e06cff1e2bf7bc90c82503c84d214b5614,ethereum-mainnet,ronin-mainnet,,,,,,,0.038022395287049766,,,,0.48,2025-11-30T05:19:23
0x29c86ab91714b77f2f1ece4b777a97d8d3310f31af4950ed73c413c4144e616e,0x29a4017a23b8dc6ffab8ee6b7b5007b5c1a59d88,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,103655413564299079360,103.655413564299079360,0.17054530323923014,17.68,0.038215926208934811,,,,0.48,2025-11-30T05:26:35
0x97439b950f2076a9d9ef901be4c3eb1991ce2b331d88bf61f9f2d15da0761dc8,0x063ff5d330f1f13db2b9d7ef74ed1de5a1a1b504,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,125964842663598132316,125.964842663598132316,0.17054530323923014,21.48,0.038215926208934811,,,,0.48,2025-11-30T05:33:35
0x7d271a03d82784de37e9bc52b60f108824d652f17d44f99e53f49d869f7efb0f,0x2c46c33411b0f8841e01a2101f4959fb0abf949d,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,46464305368506874432,46.464305368506874432,0.17054530323923014,7.92,0.038215926208934811,,,,0.48,2025-11-30T05:41:35
0xf87c3fb2d98d5d06cbb4d504ff9506cdb2f87fd233c35f5559a7f7f25d79a854,0xfcaf3938cb3763eadf3a6cc6510e2c718bef9a39,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,97000000000000000000,97,0.17054530323923014,16.54,0.038215926208934811,,,,0.48,2025-11-30T05:41:59
0x25f96c5d38368bb2b3388f9f47f4c5493fbe799615a8778b264c8f29388bc18c,0x815f5bb257e88b67216a344c7c83a3ea4ee74748,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1000000000000,1000000,0.9997897323244022,999789.73,0.039647052843764977,,,,0.50,2025-11-30T05:50:59
0xc385f96f360a823ae8f290c82c164f99feaf73ec404687039ba39086ff875352,0x815f5bb257e88b67216a344c7c83a3ea4ee74748,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1000000000000,1000000,0.9997897323244022,999789.73,0.039647052843764977,,,,0.50,2025-11-30T05:50:59
0xbd083c1683b85706af29adcd797ac4a55ebb1924e571a94dc0c41b994fcc0923,0x815f5bb257e88b67216a344c7c83a3ea4ee74748,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,956135589245,956135.589245,0.9997897323244022,955934.54,0.039647052843764977,,,,0.50,2025-11-30T05:52:11
0x5336f089dbdb2d644f67c41be6f826568a95263a2f6a18f3f37d1833349cf567,0xde87d7e06cff1e2bf7bc90c82503c84d214b5614,ethereum-mainnet,ronin-mainnet,,,,,,,0.038022395287049766,,,,0.48,2025-11-30T06:01:11
0xea4dc6e76a0df50b550612ffaeff9da453f0042ae76c462cfacdb666dec1b63e,0x653785837c5c9f8e05f140ad7896675b9af959ff,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,3246904589000000000000,3246.904589000000000000,0.17054530323923014,553.74,0.038215926208934811,,,,0.48,2025-11-30T06:03:47
0xb791d586c703d665dcaaf226e00a6aabee0d24584293c8a1b174494ce297609e,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.037942294881175030,,,,0.48,2025-11-30T06:06:35
0x71cd062fb4524ac1b1bc27540c002e04703e322c08b0529aa37656361bafab96,0x46f1dbfd3078ee4b0b3f59f2a8f257ae76a8f186,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,1582585751873910659532,1582.585751873910659532,0.17054530323923014,269.90,0.038215926208934811,,,,0.48,2025-11-30T06:10:11
0x6d52738038962ccb91611f0ec51eb5772149f8b098dc1d6a39bfc695aa7a4703,0x26a0ce79d255f29e99f45101d28e9383a1f931a5,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,896815883261899345422,896.815883261899345422,0.17054530323923014,152.95,0.038215926208934811,,,,0.48,2025-11-30T06:12:59
0x4415269e5feccf8adbbcd5a94d8bb274e765b3a41d5074153919ac0d96406630,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.037942294881175030,,,,0.48,2025-11-30T06:14:23
0x25d6d6b852053b7efdc6968e9677ea72cc165686187fe18141dc3f2ba3e8f306,0xdc5820297c432dffba288be5825bfaf58f0c506a,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,2017300206434487684480,2017.300206434487684480,0.17054530323923014,344.04,0.038215926208934811,,,,0.48,2025-11-30T06:18:47
0x4bdee15f450fb8246792c58d3220375be52d5e44326cf798d97b70d0d052ee0a,0x3e0954d9b32f823aff2f66173ffed5f453dedd93,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x4eddb15a0abfa2c349e8065af9214e942d9a6d36,XYRO,58979712827635259461817,58979.712827635259461817,0.0006239817452509714,36.80,0.040058198518860590,,,,0.50,2025-11-30T06:21:11
0x28c2ab772ed88f629aa907217c5971658eda790b7562e88afce42c5a3a13c783,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x4eddb15a0abfa2c349e8065af9214e942d9a6d36,XYRO,221314416303446949313575,221314.416303446949313575,0.0006239817452509714,138.10,0.039309090910674208,,,,0.49,2025-11-30T06:22:35
0x717feb6eaf6f62e6acce34fadb8bc71c31a2e840fe127dd6b3094bf59a017ec8,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x4eddb15a0abfa2c349e8065af9214e942d9a6d36,XYRO,294499226391758866348135,294499.226391758866348135,0.0006239817452509714,183.76,0.039309090910674208,,,,0.49,2025-11-30T06:24:59
0x05c9ca34692cab9fa128488c06f9189c4ee037f836616033b6cdbbdc722d9a6f,0x3e0954d9b32f823aff2f66173ffed5f453dedd93,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x4eddb15a0abfa2c349e8065af9214e942d9a6d36,XYRO,48930259940956970080524,48930.259940956970080524,0.0006239817452509714,30.53,0.040058919906816509,,,,0.50,2025-11-30T06:41:23
0x2353e65f4ef03eed1ea57fb1a1a602760d4789cfa147b9cc8a333e51486ea324,0xde87d7e06cff1e2bf7bc90c82503c84d214b5614,ethereum-mainnet,ronin-mainnet,,,,,,,0.038021216793043551,,,,0.48,2025-11-30T06:41:59
0x05b5545a2d6020221b7ecbe1864ec523fc3290c36c04253f79bff0cd501e691f,0x3e0954d9b32f823aff2f66173ffed5f453dedd93,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,820268967180470816293372,820268.967180470816293372,0.00006080880852942962,49.88,0.040058919906816509,,,,0.50,2025-11-30T06:46:59
0x7c225f0263e8b5c58b6f3baad079d08985f954b7271be434ae8df9651e70f5c2,0x57415db48909dd5c366b423a74f1b16c78fef358,ethereum-mainnet,ethereum-mainnet-base-1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,tETH,862631380962991014,0.862631380962991014,3652.0443562857213,3150.37,0.037943774541772349,,,,0.48,2025-11-30T06:54:11
0xae8302f140bea7d0a72cbaa80d2fe28c87f3b00bb194af1fb9a4d82271e24a52,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2000000000000000,0.002000000000000000,2905.6616761182527,5.81,0.037959052196435625,,,,0.48,2025-11-30T07:02:11
0xa7ce5680edb26971db192a5190e8a5c9ccb1dc7533f6fa6462f46c39a04ac7d0,0x33476b2c9574378d762fda103fd0b50bc1c7538d,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,79213491309090639226,79.213491309090639226,0.17054530323923014,13.51,0.038033601721158515,,,,0.48,2025-11-30T07:10:11
0x116735a22fec9237b9d3c7266b3633dcbc0e5c34eec03860ca558d8960e54961,0xde87d7e06cff1e2bf7bc90c82503c84d214b5614,ethereum-mainnet,ronin-mainnet,,,,,,,0.038021216793043551,,,,0.48,2025-11-30T07:22:59
0xcc62db891a56e1022f5beea4863136b56e286c341508dd070c19ee9efb3c8145,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,26500000000000000,0.026500000000000000,2905.6616761182527,77.00,0.037959052196435625,,,,0.48,2025-11-30T07:31:35
0xef0db5a9e4e5f738c307e31779204db547d3c92376d1eb23757ba244c972cd8c,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.037993442161765464,,,,0.48,2025-11-30T07:32:11
0x17a3b88c4919ef94e3d58f59916ee687798d123f409dac040260fba6b9dab1df,0xeb48a1ee43b91959a1686b70b7cd482c65de69c9,ethereum-mainnet,avalanche-mainnet,,,,,,,0.038607221336672035,,,,0.48,2025-11-30T07:38:59
0x13f0a536efdab0f3537322834368053d4fafb1ebcf7c83c174a1c629c547c239,0x3e0954d9b32f823aff2f66173ffed5f453dedd93,ethereum-mainnet,ethereum-mainnet-base-1,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,59093758643415377621,59.093758643415377621,0.8370591974202349,49.46,0.037994705455882891,,,,0.48,2025-11-30T07:47:11
0x3bbbb62c5513ed644408a61f39b9c506f1c9c1d888d94e7461c0dd4d9b7905b3,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.040371402976898639,,,,0.51,2025-11-30T07:47:23
0xcc455a8e15230a6caa09d8ef84915403c1a9c6b2cd484dbb2a9183fd883a4496,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.040371402976898639,,,,0.51,2025-11-30T08:03:35
0xaf5cbc3f97b62c68790fc205b12da9b9753164fcd1dd87c59bc5789efaaedc73,0xde87d7e06cff1e2bf7bc90c82503c84d214b5614,ethereum-mainnet,ronin-mainnet,,,,,,,0.038021216793043551,,,,0.48,2025-11-30T08:04:23
0x39b6f958bc42eaf69e6e30c36dab8fdb5329abe6424520a2a544e69bf01e55ac,0x006449ef2c5ee8c408f7efae3e8270b5a8a7a788,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,54841608697897075478,54.841608697897075478,0.17054530323923014,9.35,0.038033601721158515,,,,0.48,2025-11-30T08:13:23
0x50934ad88da8d419978e38dacd0d39f1a1e54777f9d6559cb79b08f6ec2a09da,0x9c12f57e3abe4c27ffcb3650489bd86e7568d253,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,14009057,14.009057,0.9997897323244022,14.01,0.037958901093732227,,,,0.48,2025-11-30T08:16:59
0x8bf7c21dfb8588b440f6d52ade7d5d78b2495514bed4ccaf512dd468868b3ed2,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.040371402976898639,,,,0.51,2025-11-30T08:17:59
0x70fc4bccb9f70fb0d2e2f1893a4a41ec3f0c51234b84e180a5325f77da1d88d0,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.040371402976898639,,,,0.51,2025-11-30T08:23:47
0x14e1fd3172b11f09c3757c9563029f9316a3d7f932d99591155a1b087ee4b1a2,0x646047932f6758656e04cbd2f98683bf12bb7cbd,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,30334105285000000000,30.334105285000000000,0.17054530323923014,5.17,0.038424572439609707,,,,0.48,2025-11-30T08:38:35
0xcb1f31ee9e618f2b1e5f851922ec382cb4f8cc0048d58eadfcf4b6f00e9b272d,0xde87d7e06cff1e2bf7bc90c82503c84d214b5614,ethereum-mainnet,ronin-mainnet,,,,,,,0.038025587203936242,,,,0.48,2025-11-30T08:45:47
