transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInW0G,feeInAPT,feeInUSD,blockTimestamp
0x2a67c5e1b67987c35fe5ac55352cbb258bcbb5ab0b9835ef7a443832f47895b6,0x2aaa22eedaaa6717afc1d080bc5e924de826f872,ethereum-mainnet,ethereum-mainnet-linea-1,0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,rsETH,7577896000000000000,7.577896000000000000,3769.066193829821,28561.59,0.125992838012757069,,,,2.06,2025-11-10T00:05:35
0x14e51adb871a8b215ed225a8077cde86fa9433c09c4c4d7ec98ffc5f53cc751d,0x68e7e72938db36a5cbbca7b52c71dbbaadfb8264,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1000000000000,1000000,0.9998029381276246,999802.94,0.032701775648401168,,,,0.53,2025-11-10T00:14:35
0x32af85e0ac53bfa904e17f272f2503629a0ccaa3768669c4acaf33e91ed4a833,0x68e7e72938db36a5cbbca7b52c71dbbaadfb8264,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,120106588032,120106.588032,0.9998029381276246,120082.92,0.032701775648401168,,,,0.53,2025-11-10T00:14:59
0x498e3298e843b9961910c4a1b9d44a52f6519ccb69dd5836b1495b326470557c,0xe69f81b825d7dc31ee9becef4dbeab5cf30e3abb,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1230000,1.230000,0.9998029381276246,1.23,0.065486992694618940,,,,1.07,2025-11-10T00:23:35
0xa1f68c13447c76d7cb6aaa5cdeba729d37fd1fce91f73ab7e34e50ff6d85b96d,0x1d15024c9d51dd9aae2a890f4187775c1ec4ec58,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,416105587725075714265,416.105587725075714265,4.144740876557639,1724.65,0.031192381484245434,,,,0.51,2025-11-10T00:28:47
0xda9784f9a7c59fb78e7ead4ba6a0cbcc914b0492f05904726edb3a5baea690bb,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,80044241214059808,0.080044241214059808,3567.3843515754625,285.55,0.031108364765087569,,,,0.51,2025-11-10T00:43:59
0x1be696153560e01b51d3c16bc2f8a88ba34a48f5aef2c6b77d70978b0611a486,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,3025280695713002311543,3025.280695713002311543,4.144740876557639,12539.00,0.031105417176748345,,,,0.51,2025-11-10T00:45:11
0x7f5186bf22377012911c8ef8e3e57e82f15b198709f0fd4e874f67533541385b,0xac18d21721d4702fce58ae775ed9c1bd18faac88,ethereum-mainnet,ethereum-mainnet-base-1,0x5f64ab1544d28732f0a24f4713c2c8ec0da089f0,DEXTF,4363462474000000000000,4363.462474000000000000,0.30655115839242014,1337.62,0.031192381484245434,,,,0.51,2025-11-10T01:08:47
0x43f36dc6eee32ada3e86e8b8a3f200fe74e425678ca262ea4e1a2e488c8fa03f,0xf98c221661f51578f5e5236b189a493e2a8a1916,ethereum-mainnet,ethereum-mainnet-base-1,0xb58e61c3098d85632df34eecfb899a1ed80921cb,ZCHF,12088940000000000000000,12088.940000000000000000,1.2418987575685656,15013.24,0.031192381484245434,,,,0.51,2025-11-10T01:09:11
0x55a2f4427e7e409f4ce77c324a159e2941c1f48fed4f6ceb5fa474f68cb478e8,0xac18d21721d4702fce58ae775ed9c1bd18faac88,ethereum-mainnet,ethereum-mainnet-base-1,0x5f64ab1544d28732f0a24f4713c2c8ec0da089f0,DEXTF,4359315971000000000000,4359.315971000000000000,0.30655115839242014,1336.35,0.031192381484245434,,,,0.51,2025-11-10T01:38:59
