transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInW0G,feeInAPT,feeInUSD,blockTimestamp
0xfdc2526764441642fb8a3f2736cfa68d5d794905f4fd2c7d6f7a5ff8f3efe171,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.043447461464138207,,,,0.54,2025-11-23T00:02:59
0xba2ae1d44a1d1b561f104998472e6896313666624c0f2a81ac6a78e8c7e4578f,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.043447461464138207,,,,0.54,2025-11-23T00:05:47
0x3369b943ea95c760b4dfebd57a766b7f48c05d5bc6026dd17028874246dac4f0,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.043447461464138207,,,,0.54,2025-11-23T00:06:23
0x6b8b8527615e0ca08f04b013e0495e4ba2ebcc3007bd1e8868c6840b60823f7c,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.043447461464138207,,,,0.54,2025-11-23T00:06:59
0x1f767ffbd70ed2d1a5beedca638f6ae8e689454b1e05380d74f140095bdd7e3d,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.043447461464138207,,,,0.54,2025-11-23T00:07:59
0x026af4ec211995e84c4ef9124e61dd339541117d3ab8069a844dad3d5343b720,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.043447461464138207,,,,0.54,2025-11-23T00:08:11
0xb7ebb26dfcf1774c1e9c22ff2a1e047a2b5fe445dc99387a3ba5cf560193aa39,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.043447461464138207,,,,0.54,2025-11-23T00:12:23
0xa6444878e9601813e09af348f1e1fd2063d080673a98e0b94966e63d4bd6cd55,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.043447461464138207,,,,0.54,2025-11-23T00:12:47
0xaf67b077fa05718058878bd6a8668215ebac6e82c2157c19eee87de181f48e26,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.043447461464138207,,,,0.54,2025-11-23T00:12:59
0xcbdd2c896076511ad551349e021044df24c12d483dd3ba6b1506b70472fe9a92,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.043447461464138207,,,,0.54,2025-11-23T00:13:23
0x39daef1b2c6c4b196879364479684a4b85902e06f789622f35d652496e8bfe27,0x75070545a2d07d2e6ae0b532f3e80f229b52d36a,ethereum-mainnet,bitcoin-mainnet-bob-1,0xc9746f73cc33a36c2cd55b8aefd732586946cedd,BOB,39997887014600000000000,39997.887014600000000000,0.019636914045372558,785.44,0.041177477281093368,,,,0.52,2025-11-23T00:15:47
0x823e58ac537dd690a7540258fae4f9bc0ae3d165d1f902e88ab4a9bcd8d1243d,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.043447461464138207,,,,0.54,2025-11-23T00:17:11
0x6424ceb94f834caccac4a2085515569933a7c3891aca893a1956718959c45c75,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.043447461464138207,,,,0.54,2025-11-23T00:19:35
0xa491b37c3026ba3325ac8420db2629d463e1874ef6ab3fd90ef1d6a954f89e24,0x96b2eda48ac9fa0a8dfe8f5be8770a3bf9ea91dd,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,30000000000000000000,30,2800.7689951605516,84023.07,0.040989622991773694,,,,0.51,2025-11-23T00:21:23
0xab8bcf88c4530633c064d61dea184d7e2078a8ed951d14ba5d33b1d0b2bd98d1,0xe69f81b825d7dc31ee9becef4dbeab5cf30e3abb,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1230000,1.230000,0.9997022781813953,1.23,0.067332264065502967,,,,0.84,2025-11-23T00:23:11
