transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0x2e0605c144edb9ee8b660e42cf33f0e030f2b8498d54b96a4ffc998a30901fe6,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1966445571595786188066,1966.445571595786188066,5.87,11543.04,0.024648982495753043,,0.51,2025-09-27T00:02:35
0xbd1cc5e9279a66c0a932cf24ab3e3133e801266d0cac69455668a0435c62942c,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1992608188794281509523,1992.608188794281509523,5.87,11696.61,0.024648982495753043,,0.51,2025-09-27T00:04:35
0x04b5612cc257ed66e51c92199df9fab908cfe3046129a29b1e9a034c8d315ddd,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,508563335000000000000,508.563335000000000000,5.87,2985.27,0.024736507412725928,,0.51,2025-09-27T00:09:23
0xd639d4f612e4d901995764d2e933858bffcee03b74bcb11612a8e97e6d460924,0x70c69520eb6595d102bfd8aed8fc58428489c4e4,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,699530000000000000000,699.530000000000000000,5.87,4106.24,0.024648982495753043,,0.51,2025-09-27T00:15:23
0x47a3c8ad32db734a8b79342a04da8cd5d11bc48ba4c30ebce3a65205b172548e,0x70c69520eb6595d102bfd8aed8fc58428489c4e4,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,800000000000000000000,800,5.87,4696.00,0.024648982495753043,,0.51,2025-09-27T00:18:59
0xa73a6de3bf8cebe0bf1fb313fdc8d37f5e689ea5733db4a4ffc554d84c2efc79,0x70c69520eb6595d102bfd8aed8fc58428489c4e4,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,697788000000000000000,697.788000000000000000,5.87,4096.02,0.025751419985956110,,0.53,2025-09-27T00:20:47
0xc8996169444567e65d0f10f79e6abf4a9aba406db4b065a3fdcef47c48061110,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,2025230907862131110607,2025.230907862131110607,5.87,11888.11,0.025751419985956110,,0.53,2025-09-27T00:21:59
0xeaea4df0856248549c09ff947f155ab58e1119b5ad1f67493dec580a5015354f,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,4900000000000000,0.004900000000000000,3999.65,19.60,0.043971605073974331,,0.91,2025-09-27T00:40:47
0xd91081ee7c6d3d1c4bd66be672b483c12bc57410046a1fbd83d82a9abc3ad7ca,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,262440493681940201472,262.440493681940201472,1.92,503.89,0.025398201165099207,,0.53,2025-09-27T00:41:47
0xbc0e9ab69f6efee66744584180436c7d218899ff8c67c327bbcc686d91cd450e,0x19eb78329e98f9801caee065cbdd346542819fe2,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,20000000110,20000.000110,0.999618,19992.36,0.026045421718046153,,0.54,2025-09-27T00:43:47
