transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0x5b73ff706c47079f3bfd7ae056c81f6d58f86f6ee1bef6b68ed7b715f850134d,0x13c8fbd91433ada1e689eda4d6ee82c05ff7aa46,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,2010000000000000000000,2010,1.001,2012.01,0.024002879962176992,,0.52,2025-09-22T00:18:59
0xce9e8286063b01bca5798aaf658952252caf19801c9661955f2b3da82df4a060,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0xb58e61c3098d85632df34eecfb899a1ed80921cb,ZCHF,7064721784000000000000,7064.721784000000000000,1.26,8901.55,0.022391216165636087,,0.48,2025-09-22T00:20:23
0x2e2ffa31906f85ee774f340e294a30d12d3e7e77c9021ee0bf677acd331a5e43,0xaab44a9bb59ecb56a9fd124c9759db99cea88888,ethereum-mainnet,ethereum-mainnet-base-1,0xb60acd2057067dc9ed8c083f5aa227a244044fd6,stTAO,2427960961,2.427960961,392.32,952.54,0.022428517911307320,,0.49,2025-09-22T00:20:35
0xa7e64b9f92265b4e95566d2665df066e7a3160016253f05ff6d744682e791c08,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x699ccf919c1dfdfa4c374292f42cadc9899bf753,VSN,27837099253000000000000,27837.099253000000000000,0.151481,4216.79,0.202428118460827866,,4.38,2025-09-22T00:46:59
0xc66bb95e6fdf0a710010b9319db673d1732cbc94f3d6772e062f6666b78edd52,0x4c9dec26825018a57bfb915fbcb88e4419fcc44c,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,5999000000,5999,0.999696,5997.18,0.022053889504826611,,0.48,2025-09-22T00:48:35
0xa13f751229a58649ba0d9c7af981fde6b396c85a40efc23d9a8bf4f4364921fa,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,45640000000000000000,45.640000000000000000,4200.6,191715.38,0.022046162053400625,,0.48,2025-09-22T01:14:23
0xa256e8c799d404c5206f5e605221711e743aed5eb7be39784b2192f636852e18,0xe25e69a76104e03b2d0f361893b4d6c89893afe0,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,368382904823000219520575,368382.904823000219520575,0.9982,367719.82,0.028634410024492726,,0.62,2025-09-22T01:18:47
0x10a6c88c2015f6b0292e171a5387a722f2fc422be89a80bdff18e3efb0fad4f4,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,10000000000000000,0.010000000000000000,4200.6,42.01,0.022046162053400625,,0.48,2025-09-22T01:31:35
0xbb442eb88947de9638596a3b5b3003db45bddb238b701cebd30a2389353ce617,0x67b5cc1866854fd41d47c07158eb8a49afff3e3e,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,syrupUSDC,6212654668,6212.654668,1.13,7020.30,0.025941719937796565,,0.56,2025-09-22T01:34:47
0xd2f238868af21c2e53c00d361e2ecca4a2f74499706153db1ea686f3f9cf211a,0x023fa838682c115c2cfba96ef3791cb5bd931fc7,ethereum-mainnet,ethereum-mainnet-base-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,4559019067050904201207,4559.019067050904201207,0.9982,4550.81,0.024700139496135417,,0.54,2025-09-22T01:48:47
