transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0x571ed27b5aa59a8560d20c744346859ef0c2a80d17dd0ed4b8431478ba76cec1,0x9fdc6c51ac273637ead71b34e031c4e6b52bc57b,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,100000000000000000000000,100000,0.999946,99994.60,0.024206382501199376,,0.54,2025-09-07T00:02:11
0xe7d89706ce5d20454f45521f669757878e28e8b9ad153e43ee301fdb16a51993,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,binance_smart_chain-mainnet,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,7666193000911,7666.193000911,0.071942,551.52,0.025137806636174129,,0.56,2025-09-07T00:18:47
0x3637f4f006f3047c8933e4f6eea49604ebd12941d083e313ee18e9e3e442f849,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,514354672666213792137,514.354672666213792137,2.09,1075.00,0.022858261999337607,,0.51,2025-09-07T00:27:59
0xae32cd19075eae5f7e02c57b2e065fa00498ab3e08d4f6f1488c80d28b35c9ca,0xd24c03ba0f33793f8f7e4a38b76a3938cd2495ba,ethereum-mainnet,sonic-mainnet,0xdd4c6fd31ccf66e250790643947675153c221a91,xSILO,8181740324099878412468,8181.740324099878412468,0.065253,533.88,0.022929464925418017,,0.52,2025-09-07T01:02:35
0x15e4ba4e32fb2059f3d95c92fc4fdf47d68b025b0b385e4ea8c0d166711e2b8c,0x0b596f9eef20b0a42959bbc638c35a02025fe2a8,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,5529000000000000000000,5529,0.999946,5528.70,0.024210989807484751,,0.54,2025-09-07T01:21:35
0x884c0e25628c97a487b1efdf7e8d24c3d376ba23688813db42d31b0a9bf82b80,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18000000000000000,0.018000000000000000,4305.22,77.49,0.022584577273568173,,0.51,2025-09-07T01:42:11
0xaa1be5b8fd675f80dbe6d4e902c160a53bca6a9aa99f581ac75c9f93d3281977,0xcf4dab4ec26cdf7dbbbe93c2d0c42f0e894c069f,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,2011000000000000000000,2011,0.999946,2010.89,0.024210989807484751,,0.54,2025-09-07T01:50:47
0x04841a3bb6d60d4211f516912c4be38d7695e6780a6fd460d0172aead6e1410f,0xc2e144a8bc414332d631ee1228499281fec939bc,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,2000000000000000000000,2000,0.999946,1999.89,0.024210989807484751,,0.54,2025-09-07T01:54:35
0x8d019c5001e1b6684eb80e7c115af0c5944e932a4dd30d6cea33a6c241d0bad2,0xcacbd1b40988224f98031b8da8a70b417708c8ae,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,4067339,4.067339,0.999804,4.07,0.022584322301685698,,0.51,2025-09-07T02:00:35
0xbfcdfc1f5eaa0b753cec11ff7231d02401a4c8c7fb89ea41ac1a6d1eaa281473,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,1275109341172462573586,1275.109341172462573586,2.09,2664.98,0.022859277553567287,,0.51,2025-09-07T02:07:59
0x260307eed611b11d76ec040969f071717e241aa3833723916bcda39f423bf532,0x10e39896a375098d91d06e321bf8099e5839d6c2,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,4346113756,4346.113756,0.228191,991.74,0.022497822156986935,,0.51,2025-09-07T02:08:59
0xb63dc15b3f8c4b1462dcb71deff6442382bd85caa5fbbcd4c9c34ec4d6821cd0,0xcad402716c11026b2633426f1df96c0719a2ac91,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,37810000000000000,0.037810000000000000,4305.22,162.78,0.022584322301685698,,0.51,2025-09-07T02:39:47
0x356b5c815f4cd51c0503a05dce8a1b752b582b8e32b47dddfd6c46d0bbcd2623,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,7205446070950084,0.007205446070950084,4305.22,31.02,0.022584577273568173,,0.51,2025-09-07T02:55:59
