transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInW0G,feeInAPT,feeInUSD,blockTimestamp
0x0092551112a129a2d5285e2ff29bf01c037a8aaf7b4a8ad69e0f6c1cbb51d07c,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1500000000000000,0.001500000000000000,2799.91829261275,4.20,0.037907296544481529,,,,0.46,2025-12-01T00:12:23
0x2149e2feee3e2f096e563bfd1199c3eb7581399030fd1d65c68b9194c767e10d,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x699ccf919c1dfdfa4c374292f42cadc9899bf753,VSN,32656628804392355269793,32656.628804392355269793,0.0870578646569511,2843.02,0.146185222445103624,,,,1.77,2025-12-01T00:15:59
0xccd834d5668b2a26981ebb19dd303c8733d10ba6d0bdb1fc3a2e5372a56e1232,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.040353868859894997,,,,0.49,2025-12-01T00:17:59
0x3b7e5c11b5f5698320e2b9fe7e2aa471e3e665c0bc2ace8f850ec7ef92989561,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,787683818405286094263,787.683818405286094263,0.7185297989223245,565.97,0.038242149469850946,,,,0.46,2025-12-01T00:19:11
0xdb7d81a8fca165ee7c1320cbcb5042476d329351a20410cd8a1fe5909cfcef5f,0x023fa838682c115c2cfba96ef3791cb5bd931fc7,ethereum-mainnet,ethereum-mainnet-base-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,49995000,49.995000,0.9998403011922746,49.99,0.037922828858874130,,,,0.46,2025-12-01T00:20:47
0x29c1c69cb48ac153819b95b6c75967c9f1cd7e4fd328c56ad196b5fead0743bd,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.040353868859894997,,,,0.49,2025-12-01T00:27:47
0x67bef0e1de7d742d8c98dade03015000ec0487cb05430fccbb0f932975ee9e5f,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,ethereum-mainnet-base-1,0x67466be17df832165f8c80a5a120ccc652bd7e69,WOLF,53849418174766981614494784,53849418.174766981614494784,,,0.037898371551177520,,,,0.46,2025-12-01T00:27:59
0x4031acb5565b41fecd52d941dbfb7656d129b33061f83863f0f06ffa9c76dcc2,0xe69f81b825d7dc31ee9becef4dbeab5cf30e3abb,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1230000,1.230000,0.9998403011922746,1.23,0.069063274492944207,,,,0.83,2025-12-01T00:31:35
0x3c425ef24737baa48342d883f75e1a55894000937ee8a0d61131af6ead8081ec,0xac18d21721d4702fce58ae775ed9c1bd18faac88,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x699ccf919c1dfdfa4c374292f42cadc9899bf753,VSN,45293054261000000000000,45293.054261000000000000,0.0870578646569511,3943.12,0.201766535117894746,,,,2.44,2025-12-01T00:34:47
0x1ee5f77257e16a0733d42cc1d5a006bcd3dbcaa05177c1425e992e1cca5b5ac5,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-base-1,0x67466be17df832165f8c80a5a120ccc652bd7e69,WOLF,41538691207636670639187967,41538691.207636670639187967,,,0.037898371551177520,,,,0.46,2025-12-01T00:36:47
0xf9925365f82420509f2145064a6d3d78d22e1a84f9fed443a9bd71284e68ee48,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.040353868859894997,,,,0.49,2025-12-01T00:36:47
0x0e6da3d425abee4b48e0d16c8d6ba24a97a10a34ad5bb7b8a41107a73e7512d4,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.040353868859894997,,,,0.49,2025-12-01T00:36:47
0x19554e9b51af37c76d5a29af7e459ece137b43e7a9c3f2659d27ebefe674931d,0x98d849eeb7a4d7b7142a366ef3f729b0f6901392,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,1898113314685532613256,1898.113314685532613256,0.15310343850503969,290.61,0.037944985804335522,,,,0.46,2025-12-01T00:37:47
0x575e35d77fd4ded0045a7baf7377e5c8ed86e8dbc7dec95d16dbd396af416d03,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,ethereum-mainnet-base-1,0xc719d010b63e5bbf2c0551872cd5316ed26acd83,DIP,272870151545472540520062,272870.151545472540520062,0.0031001813911085696,845.95,0.037909162161576762,,,,0.46,2025-12-01T00:40:11
0x865bfd79f38da2732d5f6edc77db8bce8754141f15f70750415e5b1e6c637c83,0x8815f49c3a81a117bce0f8df1c5c46fb515fc77c,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,2068392419971820000000,2068.392419971820000000,0.15310343850503969,316.68,0.037944985804335522,,,,0.46,2025-12-01T00:41:11
0x30dc6a016053bdbda7135689ee52cef0bbce881e037dd57d017a46222be07ce5,0xaab44a9bb59ecb56a9fd124c9759db99cea88888,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,13911173612578122705436932,13911173.612578122705436932,0.000050834657625096185,707.17,0.037952324603173486,,,,0.46,2025-12-01T00:43:11
0xd21934e07b5eda9ff6b5bf1de4de9347f0b090752f8e81f9d5ae3f6d52fd5ed1,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x699ccf919c1dfdfa4c374292f42cadc9899bf753,VSN,36735362002915068534139,36735.362002915068534139,0.0870578646569511,3198.10,0.059339415846860921,,,,0.72,2025-12-01T00:44:35
0xa09d443b08a3d65013fb5233a3877c576a8729c3a4dda843f9e50920a620c462,0xaab44a9bb59ecb56a9fd124c9759db99cea88888,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,28875915762949879266183,28875.915762949879266183,0.03369078360163285,972.85,0.041928957207320011,,,,0.51,2025-12-01T00:44:35
0x89420b40a0ab80f7de8463277f1a14e3af8973fe77acb619cbd7df9407af36a9,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.040227444609335139,,,,0.49,2025-12-01T00:44:59
0x7b5ccc34eee6da63916f925e69dd1ca14b6bb0125e01116e2216906659e2d502,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.040227444609335139,,,,0.49,2025-12-01T00:44:59
0x6e7db0fa4f5ae689aace6b161914a6e46c5cbd3b02ed6863d4683f62eaeb208e,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,1033782200896864827518,1033.782200896864827518,0.7185297989223245,742.80,0.040380979845613514,,,,0.49,2025-12-01T00:48:35
0x9df424d9337dbbbdb850686e889737dd907b6490dc116c91de8fd0c514b1e072,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-base-1,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,172814485390966275095,172.814485390966275095,0.7185297989223245,124.17,0.038490441946752739,,,,0.46,2025-12-01T00:48:59
0xd9ebd35941fab6cfceeebab4e26c948fe9d62db87847ebc9788e0ae127e538ac,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,ethereum-mainnet-base-1,0x67466be17df832165f8c80a5a120ccc652bd7e69,WOLF,59022340379591107143580297,59022340.379591107143580297,,,0.038490441946752739,,,,0.46,2025-12-01T00:49:23
0x46aa0ba84638b44b7a27e14301e6f44c4f93cc4cabc5d03d0f16fa077409347c,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,4400913562895291637376,4400.913562895291637376,2.8572359162453287,12574.45,0.038490441946752739,,,,0.46,2025-12-01T00:51:47
0xa8f10692aa00f08c7e9ef198050f812509bfc0e24d487fd332715f008798a0e4,0xac18d21721d4702fce58ae775ed9c1bd18faac88,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x699ccf919c1dfdfa4c374292f42cadc9899bf753,VSN,25652314318000000000000,25652.314318000000000000,0.0870578646569511,2233.24,0.070376627281361376,,,,0.85,2025-12-01T00:53:11
