transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,totalValue,feeInLink,feeInUSD,feeInSol,blockTimestamp
0x58e41548c324e25b88c5c516be9079292b67828ae2961fc2e1ae02bc80077152,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,74111000457574452,0.074111000457574452,4789.73,354.97,0.021349903872936796,0.56,,2025-08-23T00:02:47
0x1a10867b47247b7a0aa12280728ff9bf7b397eaa72a383f868b8ac88ead99c7c,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3700000000000000,0.0037,4789.73,17.72,0.020033869147182817,0.53,,2025-08-23T00:14:47
0xbb046796b4fcf070676a90456316297fa321fcb73609dde38832bae9388e4bda,0xb4a8325ab88fc818cb5e3ce96ffaa20737c5c658,ethereum-mainnet,berachain-mainnet,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,DOLO,300000000000000000000,300,0.30508,91.52,0.019824341752673228,0.52,,2025-08-23T00:15:11
0x193aad8f376f9908eb316bf12f2bf46273158560a1fdeb8c61c7d78775ebd72a,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,78354917579443099,0.078354917579443099,4789.73,375.30,0.020033869147182817,0.53,,2025-08-23T00:23:35
0x4449eb30d3edd27d08d1b2a46481e76dc2e42e4491a75dcacbbd31bbcbcd2614,0x615f0289305e2995d51f83da5e21314fb4780f79,ethereum-mainnet,ethereum-mainnet-base-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,10025095983322784022307,10025.095983322784022307,0.998649,10011.55,0.019271687699298361,0.51,,2025-08-23T00:32:47
0x26483af8f100cc78786c2c67dc77d0c5dc50a279162cdf5f9c9ab155a1ab13b9,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021317483589166304,0.56,,2025-08-23T00:43:11
0x48e7648734ec3f886ec471fb355e79e5b35bc59edce477bc55ec2a4d9714e797,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021317483589166304,0.56,,2025-08-23T00:45:47
0xd9cfae1c7ca6cac216d5be9e2c23ee76a8c93dcf850650141aa7c3d9290be18b,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021317483589166304,0.56,,2025-08-23T00:45:59
0xd992cfee42b153dcfd8f534cf8b09a3a434b13bc9064e86ed98c56e8aa5b9d2e,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021317483589166304,0.56,,2025-08-23T00:46:35
0xd0a915add6633dd32db42e700d6b54e6b93218a5ada686e1a9f62355daa12360,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021317483589166304,0.56,,2025-08-23T00:46:35
