transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0xfdec3beb6042ef97e2de048e0a979d2dc700d7d1ca285f5b8c0d5c6c6a9afa15,0xb497070466dc15fa6420b4781bb0352257146495,ethereum-mainnet,ronin-mainnet,0xae78736cd615f374d3085123a210448e74fc6393,rETH,26300096384255552761,26.300096384255552761,5111.75,134439.52,0.021504386069598185,,0.50,2025-09-20T00:01:47
0x67f92ce582b25989af38ecdb04c24279ca4f31fc80ba9c0abe76c7b18d33c28f,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,77104235181957958,0.077104235181957958,4481.41,345.54,0.021504639912417387,,0.50,2025-09-20T00:24:35
0x16b3a1190a05b63ade6e3124d6c9f5a097231ac9fc78c44cfb74f00e82a61334,0x96b2eda48ac9fa0a8dfe8f5be8770a3bf9ea91dd,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,16000000000000000000,16,4481.41,71702.56,0.021504386069598185,,0.50,2025-09-20T00:24:35
0xa552b9d933be77d352b70e9a25c235b128d381b121b07b9180d969fe6a2e142c,0xab5f1eb5b88c77651eed32104b19e34f36675893,ethereum-mainnet,ronin-mainnet,,,,,,,0.021637209324694488,,0.51,2025-09-20T00:40:11
0x904df4b1c6755a93d5293efd6ee77c2be09b81d6ebb67ae2015491407bca56f9,0x2ebde4cc1e1105128f4d415a019be317e5066d32,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x699ccf919c1dfdfa4c374292f42cadc9899bf753,VSN,25437830000000000000000,25437.830000000000000000,0.162203,4126.09,0.022556278006559405,,0.53,2025-09-20T00:46:59
0xe94ff715cf3ecc01eb002fca9ed5a86ec3b057b85956565d30de7d6ed507b2cd,0x3008e4053741f2dbda6c77be2c137a4def0d5fa4,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,250000000000,250000,0.231741,57935.25,0.021483871063627768,,0.50,2025-09-20T01:03:11
0xd2ed3f0ee4d5c2d413abc6c3d2e0b7bdf772a94de4b51588192842221cf2b691,0x3008e4053741f2dbda6c77be2c137a4def0d5fa4,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,500000000000,500000,0.231741,115870.50,0.021483871063627768,,0.50,2025-09-20T01:03:59
0x8bdbe5c4bffbcae37015e403f998ed0fbbab6be6bd23d90ad96cb9eb2c3fc9dd,0x3008e4053741f2dbda6c77be2c137a4def0d5fa4,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,300000000000,300000,0.231741,69522.30,0.021483871063627768,,0.50,2025-09-20T01:06:23
0x9ac8fffa535c283d7fbea756ef8f936551f91f1233c9f2f667fe4eeda79a4b2f,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,ethereum-mainnet-base-1,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,964800,0.00964800,115718,1116.45,0.021580754314202161,,0.50,2025-09-20T01:07:23
0x6d45c2941eb710e37e03efad196b36dd4be246b9d5b8b81d0cceee9c41e04739,0x8ae7fe2b03a9a36ba44c982a29ff24857790e534,ethereum-mainnet,wemix-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,799850000,799.850000,0.999671,799.59,0.022697460693169625,,0.53,2025-09-20T01:10:47
0xc4cb96cc5c244929d81b5a2cef78f5ab5f2029c4e0bc24a1dd7519cd9adee673,0x60de7ff4379931ca19f34e4bcdb6bab979a7da30,ethereum-mainnet,ronin-mainnet,0xae78736cd615f374d3085123a210448e74fc6393,rETH,100000000000000000000,100,5111.75,511175.00,0.021503308570226823,,0.50,2025-09-20T01:36:11
0x603e955670dec4aadbe82afe854f478d5329a1adf973cf8162869cc2a8b231b2,0xb6a5addbb80168f58232dccdfdf043b6ce58594e,ethereum-mainnet,wemix-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,2000000,2,0.999671,2.00,0.022697460693169625,,0.53,2025-09-20T01:39:23
0x51cecb399e0ab53cbc96cdf70449c0bd272277480cf65dee15c378dd9e1e7a37,0x5a044c8e4c6d45324bcb15b0ab9e8a8e21c3aaf3,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,4006872503128204699326,4006.872503128204699326,1.97,7893.54,0.021929620597887080,,0.51,2025-09-20T01:41:23
0x53f7d423a6e13decf38b5709bd6de785c9467e574f4928a034b7caec6ab857ed,0x6d6a2cdea4711fa5eb5b580c7aee053dc54aa265,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,199244124378056746961999,199244.124378056746961999,0.999548,199154.07,0.022672113985383900,,0.53,2025-09-20T01:49:59
0xb4df07c03b10cce4ec81b447c4756bdbb791a1f673f39400a4eb008ea823304b,0xbe1bbb0c1be1b804570ae6a7fb6dc4cab7ce22ec,ethereum-mainnet,sonic-mainnet,0xdd4c6fd31ccf66e250790643947675153c221a91,xSILO,551080529150001758405,551.080529150001758405,0.02662871,14.67,0.021820982575359239,,0.51,2025-09-20T01:52:35
0x7cb96c17f7f58cc4ff7793bb0fd3cc5b2e57a5724c2418a3312697f87eca1c12,0x834ce4363ee428a0e267abd1c06e584f22108143,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,2999485302282984513925,2999.485302282984513925,0.999548,2998.13,0.021885034874334568,,0.51,2025-09-20T01:55:11
0x3b4cac244f603880bf5b77f8a465a9f349b4342d1323c1f6367be724ca7001d3,0x6d6a2cdea4711fa5eb5b580c7aee053dc54aa265,ethereum-mainnet,ethereum-mainnet-base-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,190260593488218683013486,190260.593488218683013486,0.999548,190174.60,0.021440191605891369,,0.50,2025-09-20T01:55:35
0x8a9b800f7a222868b8dc02de0fdda23d8c5c2b10ca63a234a45e5547763c5aec,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,binance_smart_chain-mainnet,0xf0db65d17e30a966c2ae6a21f6bba71cea6e9754,BARD,1243106827236402846818,1243.106827236402846818,,,0.023295304175629056,,0.54,2025-09-20T02:26:35
0x712a331c829d220ceb6b6a2e3e8fbaf88aa5421789c208903a697c631a6d67f1,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,polygon-mainnet-katana,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,780000,0.00780000,115718,902.60,0.021437646713475481,,0.50,2025-09-20T02:53:35
0xe6a61527de6ff271eb340e33adf740d753661dfb9aa290fb3bd49898a61272d5,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,binance_smart_chain-mainnet,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,6850461166801,6850.461166801,0.058827,402.99,0.024323372278386265,,0.57,2025-09-20T02:56:59
0xfa9cda6f9b61843be01e35c0a4f9e65f623c24c01723d1acdd81501d37f4a3d1,0x53b4873f69b475e6b63a596bee0fcb23199fe6ad,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,17999649522092865507463,17999.649522092865507463,0.999548,17991.51,0.021884371104843706,,0.51,2025-09-20T03:00:59
0x4fae1f9f0e876559e126e4ec761872e557278d9b6abeb1e13853880e05a922e7,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,sonic-mainnet,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,365979700,3.65979700,115718,423504.39,0.022041799064780664,,0.51,2025-09-20T03:08:23
0x2665cce01ab1376be29e845b8667087d94650817fb655a6f2931cb82e62af44f,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.021838220010336341,,0.51,2025-09-20T03:20:11
0xa257f65ddf993d8e3d4617a48ae0e9835355082f3e009cce479928f2c493b533,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,9210100735000,9210.100735000,0.058827,541.80,0.021841791773943627,,0.51,2025-09-20T03:23:59
0xe249532c91d9aed9f1d08a2b11d8481031012030f746bc1dbcbad86984ccb57c,0x8251cee512628a8667bd61e33ca6c3ca78e8c0c0,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3000087344086732,0.003000087344086732,4481.41,13.44,0.021610030360366628,,0.50,2025-09-20T03:38:47
0xf612d04dd6bb400f16ee8832dde8c2fab4d373d60b4aa4ff338d7a199de2233d,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1000000000000000,0.001000000000000000,4481.41,4.48,0.021610284041434009,,0.50,2025-09-20T04:00:23
0x13f830385c11abfac16909a07d85b09a175e81f2261e0d8b1a062e7183e74c11,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.021838220010336341,,0.51,2025-09-20T04:00:59
0xe5be209409949dad26ab2508cebdf9efb05e141495cb7e3562990da4eb7f6d1b,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,500000000000000,0.000500000000000000,4481.41,2.24,0.021610284041434009,,0.50,2025-09-20T04:20:59
0x0bd13bf5eeee34a9a38684caa06c494efc44d5a43567dab0862b33610f4ba0b8,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.021838220010336341,,0.51,2025-09-20T04:30:11
0x0bd13bf5eeee34a9a38684caa06c494efc44d5a43567dab0862b33610f4ba0b8,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.021838220010336341,,0.51,2025-09-20T04:30:11
0x2eaf30f1437436fb730ffcdadae27da0f14a4592669f75f4e3591fd2ea54c9e1,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.021838220010336341,,0.51,2025-09-20T04:34:47
0x2eaf30f1437436fb730ffcdadae27da0f14a4592669f75f4e3591fd2ea54c9e1,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.021838220010336341,,0.51,2025-09-20T04:34:47
0xa7c12e80beb2c9efc6c4cdda03e59fb9133497cc7020667888708c0ca1e253b1,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.021838220010336341,,0.51,2025-09-20T04:36:11
0x745cabfc4207bf75bcce1d19eb51a432b1ee0a077207d4c46cb115e9b99a2a33,0x367669e229f0cb115575b1841a909fb1f59eec07,ethereum-mainnet,binance_smart_chain-mainnet,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,4305635919148083255704,4305.635919148083255704,1,4305.64,0.023571819172187664,,0.55,2025-09-20T04:42:35
