transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0x2d0607efe665cbbb25bd0027c45de70c247ac015b297926b7b4819571a3f275f,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20922080625226817,0.020922080625226817,0.02772848,0.00,0.021430984946911976,,0.48,2025-09-04T00:02:35
0x2d0607efe665cbbb25bd0027c45de70c247ac015b297926b7b4819571a3f275f,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20922080625226817,0.020922080625226817,0.02772848,0.00,0.021430984946911976,,0.48,2025-09-04T00:02:35
0x2d0607efe665cbbb25bd0027c45de70c247ac015b297926b7b4819571a3f275f,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20922080625226817,0.020922080625226817,0.02772848,0.00,0.021430984946911976,,0.48,2025-09-04T00:02:35
0x2d0607efe665cbbb25bd0027c45de70c247ac015b297926b7b4819571a3f275f,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20922080625226817,0.020922080625226817,0.02772848,0.00,0.021430984946911976,,0.48,2025-09-04T00:02:35
0x2d0607efe665cbbb25bd0027c45de70c247ac015b297926b7b4819571a3f275f,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20922080625226817,0.020922080625226817,0.02772848,0.00,0.021430984946911976,,0.48,2025-09-04T00:02:35
0x2d0607efe665cbbb25bd0027c45de70c247ac015b297926b7b4819571a3f275f,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20922080625226817,0.020922080625226817,0.02772848,0.00,0.021430984946911976,,0.48,2025-09-04T00:02:35
0x2d0607efe665cbbb25bd0027c45de70c247ac015b297926b7b4819571a3f275f,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20922080625226817,0.020922080625226817,0.02772848,0.00,0.021430984946911976,,0.48,2025-09-04T00:02:35
0x2d0607efe665cbbb25bd0027c45de70c247ac015b297926b7b4819571a3f275f,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20922080625226817,0.020922080625226817,0.02772848,0.00,0.021430984946911976,,0.48,2025-09-04T00:02:35
0x2d0607efe665cbbb25bd0027c45de70c247ac015b297926b7b4819571a3f275f,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20922080625226817,0.020922080625226817,0.02772848,0.00,0.021430984946911976,,0.48,2025-09-04T00:02:35
0x1b2441dbbe21b06a9bc59732cb15089ccf6b4db16cca6e7739b51f66d4feba38,0x5c60f12838b8e3eeb525f299cd7c454c989dd04e,ethereum-mainnet,avalanche-mainnet,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,SHIB,15385463650000000204823637,15385463.650000000204823637,0.00001211,186.32,0.022248964323288715,,0.50,2025-09-04T00:03:35
