transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0xf3a371df5ec986499c4088cdd1675edb23ff2ccf488223f8e016e40ce53840a5,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,18769750265064336832254,18769.750265064336832254,0.092359,1733.56,0.025043949995988149,,0.50,2025-09-25T00:01:11
0x2d3f60d04e909738cc01e92a16f31ba7102ee29c3100ce4ceacf5829afcd5575,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-optimism-1,,,,,,,0.025281101442201963,,0.51,2025-09-25T00:02:59
0x2d3f60d04e909738cc01e92a16f31ba7102ee29c3100ce4ceacf5829afcd5575,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-optimism-1,,,,,,,0.025281101442201963,,0.51,2025-09-25T00:02:59
0x2d3f60d04e909738cc01e92a16f31ba7102ee29c3100ce4ceacf5829afcd5575,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-optimism-1,,,,,,,0.025281101442201963,,0.51,2025-09-25T00:02:59
0x2d3f60d04e909738cc01e92a16f31ba7102ee29c3100ce4ceacf5829afcd5575,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-optimism-1,,,,,,,0.025281101442201963,,0.51,2025-09-25T00:02:59
0x92bf498cad6295259a2fd405fdfdc4dc9a9d8a9d9bb84ffe8ba198d7e0598275,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,957870094776373285480,957.870094776373285480,5.67,5431.12,0.023175457304908425,,0.47,2025-09-25T00:03:11
0x7cb31a09bdbc0f5a5afd12fd7afba3d6a50240e7de813ed73dd5faae3afe919f,0x70c69520eb6595d102bfd8aed8fc58428489c4e4,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1678536000000000000000,1678.536000000000000000,5.67,9517.30,0.024088114720686116,,0.48,2025-09-25T00:03:23
0x372ce1794454287344693bda98e704bf783ca2629987030dce9520c655537465,0xf9417c608281b500a5adaebebac0dc427c1a7af5,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,80773097328943105320211,80773.097328943105320211,0.998939,80687.40,0.025043949995988149,,0.50,2025-09-25T00:07:11
0x9f6bc2c8e6e1aba5500b222542c221b5cbb486ef28361cf384670d3c9f0565c2,0x5376f5373d4df9bddf93ab032c7c2ba0217950bc,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,121693915248290279252543,121693.915248290279252543,0.998939,121564.80,0.025043949995988149,,0.50,2025-09-25T00:09:59
0xb1ecba09bbc36ca5e65d8fa21414d97bad1bd58d5a8eada28ad2b9c29a379bf7,0x40fb08ad52270db281b638f0d4c4bf1dc11601d8,ethereum-mainnet,binance_smart_chain-mainnet,0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1,TRADE,9681360125138718777313,9681.360125138718777313,0.092359,894.16,0.025043949995988149,,0.50,2025-09-25T00:11:11
