transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInW0G,feeInAPT,feeInUSD,blockTimestamp
0x64f7e7f1f081608bb5141f6b4a5a01720b2b65af3a60ab67b3a88d8c1d752dfa,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.028939074869765814,,,,0.52,2025-10-25T00:32:35
0x25c7e73028b707aa03078930bbf9408a96b9dc95fe7ee83556035c5711194c30,0x5021cbb3c597c9017ff524840f3bb64048c9af1c,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.026436904105000891,,,,0.48,2025-10-25T00:36:47
0xe309c39fe04f63a12876dc2b3096af03140abf0a72ae609315d30861ec4a1f35,0x5021cbb3c597c9017ff524840f3bb64048c9af1c,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.026436904105000891,,,,0.48,2025-10-25T00:39:23
0xc225b12a21dbf55fe0592bb974da15b4303dd5e6525894ce0cb72c20f8730ea1,0x5021cbb3c597c9017ff524840f3bb64048c9af1c,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.026436904105000891,,,,0.48,2025-10-25T00:45:59
0xfd70cbceb06ea260b8f89317f3974ea8f8c50eeb7cc19208e7047e2c6e6a2783,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,8000000000000000,0.008000000000000000,3955.669297954121,31.65,0.028293474948135312,,,,0.51,2025-10-25T00:48:23
0x6c0766fdc644d9bccbf7fa6c3b10ee3955bb1cc1cad1774f1e7fc8ec424bfd6b,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,47400000000000000,0.047400000000000000,3955.669297954121,187.50,0.028293474948135312,,,,0.51,2025-10-25T01:15:35
0xe8538a6912a93a3b2d93dded1f3ae1167e7b8e06b3677a8958603feb708fd0bb,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,ethereum-mainnet-base-1,0xc719d010b63e5bbf2c0551872cd5316ed26acd83,DIP,109758804457065150972005,109758.804457065150972005,0.0052779779603799315,579.30,0.028715727837856427,,,,0.52,2025-10-25T01:18:59
0x1f8d6a66939adfcff4778fbaa1bf85017091f9937b683fb464ce694b96785d8a,0x3e304a1ff1be1744f17a024fe56885be170dd84b,ethereum-mainnet,wemix-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,35070827,35.070827,0.9998994118845554,35.07,0.029660374151005791,,,,0.53,2025-10-25T01:26:23
0xaa8c8c248c03b92418426b83946d11d4ea3d824b89902823820078376851ec41,0xaab44a9bb59ecb56a9fd124c9759db99cea88888,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,5276875114826878286063725,5276875.114826878286063725,0.0000992635446042138,523.80,0.031127413252168831,,,,0.56,2025-10-25T01:28:23
0x9116f6ca3d3a1ad5071b886d5be233b3fe77087b54fab45b6985e1403a36d6a7,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-base-1,0x8fe815417913a93ea99049fc0718ee1647a2a07c,XSWAP,34366452234831576385592,34366.452234831576385592,0.03611080859997441,1241.00,0.030254108172719816,,,,0.54,2025-10-25T01:42:23
0xf1cb3717a154c6e5182058a639bbef30519f9adfed0474a648016d9a8e6e9359,0x2c1259a2c764dcc66241edfbdfd281afcb6d870a,ethereum-mainnet,ethereum-mainnet-base-1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,tETH,20331979732977772,0.020331979732977772,4842.33829573042,98.45,0.030099995511640654,,,,0.54,2025-10-25T01:58:23
0xa7f13c7ad6a66d905b577dbc403ede3f1e5ca8da13c0144447710b7f1c7642f2,0xac18d21721d4702fce58ae775ed9c1bd18faac88,ethereum-mainnet,ethereum-mainnet-base-1,0x8fe815417913a93ea99049fc0718ee1647a2a07c,XSWAP,33357253235000000000000,33357.253235000000000000,0.03611080859997441,1204.56,0.031281525913247996,,,,0.56,2025-10-25T02:03:47
0xe845ab64b07785bf9115bcc2b1e60d7fa3147da66e19e4f3bd55231378b4ad56,0x5021cbb3c597c9017ff524840f3bb64048c9af1c,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.028321616020419965,,,,0.51,2025-10-25T02:11:35
0x05a21131c844fc6f70ce5ec47bbc76cba649fb2ecaa421d71a1bd99fc8cd2a1e,0xac18d21721d4702fce58ae775ed9c1bd18faac88,ethereum-mainnet,binance_smart_chain-mainnet,0xd55c9fb62e176a8eb6968f32958fefdd0962727e,FHE,2098678927000000000000,2098.678927000000000000,0.04217385328292488,88.51,0.032137552455522064,,,,0.58,2025-10-25T02:22:11
0x714217e4bcbe9e0ab017073bc659e7dd5667aec58e8731782e46af5cdae11091,0x54644490f95baf2267f95499e341d9142eb77777,ethereum-mainnet,ethereum-mainnet-base-1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,tETH,20361095265534971,0.020361095265534971,4842.33829573042,98.60,0.030099995511640654,,,,0.54,2025-10-25T02:29:23
0x555a5f2d6ec33418d7a318a6cf43404aee03c43108b6d0e399bd4db36eeac817,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ethereum-mainnet-base-1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,600000000000000,0.000600000000000000,3955.669297954121,2.37,0.030770462103904495,,,,0.55,2025-10-25T02:35:35
0x0653b166ff8cf9ecd86c57613c55d3c80b0467090089be735909f2a15ee4fd10,0x7bba7524ee1d35efcafa206a52a09df04a3bb8f3,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,3638277057793752368329,3638.277057793752368329,0.9996573550359896,3637.03,0.028564561014995105,,,,0.51,2025-10-25T02:37:23
0x8b6fc715b9f8f9017a08ed9729f91b61f150f34a608d22a132c34cd2f61f57ef,0x42921bbc66d491e19183cedb4e5f8c6db5f321a8,ethereum-mainnet,ethereum-mainnet-base-1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,tETH,20723722418413329,0.020723722418413329,4842.33829573042,100.35,0.030099995511640654,,,,0.54,2025-10-25T02:44:23
