transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInW0G,feeInAPT,feeInUSD,blockTimestamp
0x3a277c69b19a4d18496e9e3c5dac59f37cab7618c880d7d156d2665405eefb12,0x622661ab4b6ab93c659e751f47ebb0c6e6ad9f48,ethereum-mainnet,binance_smart_chain-mainnet,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,18489040336339,18489.040336339,0.057033936288220045,1054.50,0.025176456152520073,,,,0.55,2025-10-09T00:00:35
0xaae1c4db78b97e84a0b2c16bad1a9e9238360344b925abfeb17f8636e421a9a3,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.025442621767015314,,,,0.56,2025-10-09T00:03:11
0xaae1c4db78b97e84a0b2c16bad1a9e9238360344b925abfeb17f8636e421a9a3,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.025442621767015314,,,,0.56,2025-10-09T00:03:11
0xaae1c4db78b97e84a0b2c16bad1a9e9238360344b925abfeb17f8636e421a9a3,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.025442621767015314,,,,0.56,2025-10-09T00:03:11
0xaae1c4db78b97e84a0b2c16bad1a9e9238360344b925abfeb17f8636e421a9a3,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.025442621767015314,,,,0.56,2025-10-09T00:03:11
0x62cd6a16f739de76452d42db8bc6bb81b447d123a814376c8e6fe6cf95e8017c,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,382129207952609648566,382.129207952609648566,0.013393552245446957,5.12,0.023161591308677874,,,,0.51,2025-10-09T00:06:23
0x62cd6a16f739de76452d42db8bc6bb81b447d123a814376c8e6fe6cf95e8017c,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,382129207952609648566,382.129207952609648566,0.013393552245446957,5.12,0.023161591308677874,,,,0.51,2025-10-09T00:06:23
0x62cd6a16f739de76452d42db8bc6bb81b447d123a814376c8e6fe6cf95e8017c,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,382129207952609648566,382.129207952609648566,0.013393552245446957,5.12,0.023161591308677874,,,,0.51,2025-10-09T00:06:23
0x62cd6a16f739de76452d42db8bc6bb81b447d123a814376c8e6fe6cf95e8017c,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,382129207952609648566,382.129207952609648566,0.013393552245446957,5.12,0.023161591308677874,,,,0.51,2025-10-09T00:06:23
0x62cd6a16f739de76452d42db8bc6bb81b447d123a814376c8e6fe6cf95e8017c,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,382129207952609648566,382.129207952609648566,0.013393552245446957,5.12,0.023161591308677874,,,,0.51,2025-10-09T00:06:23
0x62cd6a16f739de76452d42db8bc6bb81b447d123a814376c8e6fe6cf95e8017c,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,382129207952609648566,382.129207952609648566,0.013393552245446957,5.12,0.023161591308677874,,,,0.51,2025-10-09T00:06:23
0x62cd6a16f739de76452d42db8bc6bb81b447d123a814376c8e6fe6cf95e8017c,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,382129207952609648566,382.129207952609648566,0.013393552245446957,5.12,0.023161591308677874,,,,0.51,2025-10-09T00:06:23
0x62cd6a16f739de76452d42db8bc6bb81b447d123a814376c8e6fe6cf95e8017c,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,382129207952609648566,382.129207952609648566,0.013393552245446957,5.12,0.023161591308677874,,,,0.51,2025-10-09T00:06:23
0x62cd6a16f739de76452d42db8bc6bb81b447d123a814376c8e6fe6cf95e8017c,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,382129207952609648566,382.129207952609648566,0.013393552245446957,5.12,0.023161591308677874,,,,0.51,2025-10-09T00:06:23
0xcc326813645630c9fdcaf0ce1fa1acdfb51c7fb0306a6fb97d95bef5284d15ee,0xe5a0ec0bd74c493eb910179cf03a4461bba2e083,ethereum-mainnet,ethereum-mainnet-base-1,0xc719d010b63e5bbf2c0551872cd5316ed26acd83,DIP,570247000000000000000000,570247,0.006048281034284247,3449.01,0.022994527544138256,,,,0.51,2025-10-09T00:24:23
0xca33e198672033db23e3adf404473393b6257a8c6f86eea6df940aff57d695cf,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,14997746004000,14997.746004000,0.057033936288220045,855.38,0.023119571553885367,,,,0.51,2025-10-09T00:41:11
0xd131df5ac3b7c5316e2c3538c89fe9538dfd1148f2a02520f078646e3ea7343e,0x1d15024c9d51dd9aae2a890f4187775c1ec4ec58,ethereum-mainnet,ethereum-mainnet-base-1,0xc719d010b63e5bbf2c0551872cd5316ed26acd83,DIP,63620845446307040766475,63620.845446307040766475,0.006048281034284247,384.80,0.023150832556322047,,,,0.51,2025-10-09T01:04:59
0xfee91b58c1e4fead3caaf5c9a1b00bd47d01605f48d2cb925eed16e1a0c905dc,0x55912c7b460027d2fa794287fac1f2f330fe63a4,ethereum-mainnet,ethereum-mainnet-base-1,0xc719d010b63e5bbf2c0551872cd5316ed26acd83,DIP,35654941060240468506481,35654.941060240468506481,0.006048281034284247,215.65,0.022994527544138256,,,,0.51,2025-10-09T01:05:11
0x5e240b2a7f5337867461da310ab4a0a8bfac9b00d67230f52f508d52e5844468,0xe1c14b9f065dead2e89ee35382f8bd42bdb87a04,ethereum-mainnet,ethereum-mainnet-base-1,0x8fe815417913a93ea99049fc0718ee1647a2a07c,XSWAP,25446639000000000000000,25446.639000000000000000,0.03391809933018033,863.10,0.023675888077238402,,,,0.52,2025-10-09T01:27:59
0xf36a101e39365d692bfddaabf4ad18dc96bade891281cd6187784bcff57731a7,0xe25e69a76104e03b2d0f361893b4d6c89893afe0,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,248981506462356829571,248.981506462356829571,1.0011164656626619,249.26,0.023211220847007365,,,,0.51,2025-10-09T01:47:35
0xfd774d9faa06ac70492447e138be9c6b60639cbd5fae2476a5675e0a11d41ca7,0x81879c14fe0efd4c8f6a99a34ce414190be8dbab,ethereum-mainnet,berachain-mainnet,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,DOLO,499696000000000000000000,499696,0.10820263119794869,54068.42,0.022656805194843567,,,,0.50,2025-10-09T02:00:35
0x5fdf74793a97b511102b7de86c874c010b3868ee5682adad70a6b446917f0d1e,0xa375d91c077b43d62c48259e09ec5a61fa4c6d55,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,203516093850905268407,203.516093850905268407,1.792006272604767,364.70,0.023211220847007365,,,,0.51,2025-10-09T02:09:11
0xedd30ac1026d1b97cf9dcce93acb00c4b478e5da9bf5a81efdae0a654511ed87,0xd6c757043e7d59088969b188923c62fa960afe9b,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,syrupUSDC,398398908910,398398.908910,1.1292716401999672,449900.59,0.034380961945897667,,,,0.76,2025-10-09T02:19:11
0x3b22e9c4595288cb42099ece60502adcafb623b7ed7b9b4d9e74e24aa10d32bd,0x6224c582a0989cfecd232af28c68f446b46979ef,ethereum-mainnet,ethereum-mainnet-linea-1,0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,rsETH,2249440743668137361476,2249.440743668137361476,4606.94749496863,10363055.40,0.154791441342243069,,,,3.41,2025-10-09T02:31:59
0xdb549175047e927a87037a4046dc0aa6214a6cf392d4d5c0b9cd611ff59a85d2,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,11000000000000000,0.011000000000000000,4368.809684255752,48.06,0.022856775394833436,,,,0.50,2025-10-09T03:19:35
