transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,totalValue,feeInLink,feeInUSD,feeInSol,blockTimestamp
0xee7b71e0f7055fb4ed827af61af9f34dcc4e8bc1d1403bf50c3c4092961b3f24,0xe08da0d972b74581ec77a3c988e47d6e56bfbb7d,ethereum-mainnet,sonic-mainnet,0xf0b2dd79324a66d2108c961d680f7616e1486bb0,SILO,230000000000000000000000,230000,0.02373182,5458.32,0.019879788716491119,0.53,,2025-08-19T23:59:59
0xbd6af0ba4b61901b0f48b68df6c093d14a5053b4399115448f15bdf8a0d73446,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,polygon-mainnet-katana,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,1106500,0.011065,114485,1266.78,0.019606921771399503,0.52,,2025-08-20T00:02:47
0xd5ae874e5692ceaed4294d13d5718c0ec076f37ace95928435aa4f0a7d884d5b,0x2ebde4cc1e1105128f4d415a019be317e5066d32,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x699ccf919c1dfdfa4c374292f42cadc9899bf753,VSN,26705370000000000000000,26705.37,0.182163,4864.73,0.022544714969380025,0.60,,2025-08-20T00:03:35
0x0a1fe35041628b49bebfb91f50ade91fe552b0dc37335336b4e9290a5334d840,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020450228946760785,0.54,,2025-08-20T00:42:11
0xcb73cbc233d9fedc33a29e4399c78e568f88c82208c9cf72919cf8cb4c1c7d98,0x478ae1099333e7535de2a3abed00b413e52914cb,ethereum-mainnet,berachain-mainnet,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,DOLO,150000000000000000000000,150000,0.228559,34283.85,0.019484869746338736,0.52,,2025-08-20T00:50:23
0xd56a912b8bf48cfb4578b3432db035c4838dc68d42d80a6f84268b99a70cd5ad,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.020723086972945375,0.55,,2025-08-20T00:50:47
0xfa9431e9e0c9cf0726018ab736b71a54c113a1137851c45e419d790faa6ae819,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.020723086972945375,0.55,,2025-08-20T00:53:47
0xcf193d97a991f010b01ab82309fabc05dfa91d60a2f6fe0f1a2079b2985afbfc,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.020723086972945375,0.55,,2025-08-20T01:03:47
0xdfa45191e07cc4c7529cce3f549c684c4d7b062ad5918592c7b150bd6cc00159,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.020723086972945375,0.55,,2025-08-20T01:04:47
0xea519f2eda617295ca8825babd76441de6bd5df7ae88d37aaa63c4559fd3227b,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.020723086972945375,0.55,,2025-08-20T01:06:59
0x47afec6a2927476a26e93044fa69307011117cf84c9f3feb0de3cdb6ed8bb7f7,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.020723086972945375,0.55,,2025-08-20T01:10:47
0x10bd066bf752635229d67241a3f8c4ddbe07b06690422a552fd52b8dbde5402a,0x24cb5245778b0882ebc5c1117c757d3ad7b86c78,ethereum-mainnet,wemix-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,25000000,25,0.999772,24.99,0.020950356911827873,0.55,,2025-08-20T01:21:59
0x0d629a6a0f7fbe6780b371575f67b17ec1dd43361f0f3736c6fdc0195090c7af,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,472022788000000000000,472.022788,2.86,1349.99,0.020049719489801270,0.53,,2025-08-20T01:34:23
0xefb326a96c044cfdffe78f2d8045afe5b12d70047bd288bfe99fb4b2dabc7f49,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,6607118538000000000000,6607.118538,0.01847204,122.05,0.019701373889636369,0.52,,2025-08-20T01:38:23
0x02b37d0b48b0cda5c23bb453e6318d58b3288c81543fa8607de784abe3f01ba5,0x27e4874699efcc7f3b2ab57b0e974f99e1f78c2f,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,101253159896057474909,101.253159896057474909,0.999481,101.20,0.020875289372954183,0.55,,2025-08-20T01:39:35
0x04ef4e2f755ab45125cc9de2aee6672987f422226585784a0c5bf6ad09ee3934,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.020723086972945375,0.55,,2025-08-20T01:40:47
0x85a113a4b23b5cbe4a11ac351cd3fcb0b6b6a4a6f9b276c33dd2a828f9bca531,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,ethereum-mainnet-base-1,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,122400,0.001224,114485,140.13,0.020623158020390265,0.55,,2025-08-20T01:54:11
0x63b61b4ab9f3f1beed98e9a6866e598705545179edba976871939818dd6e0f0f,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,600000000000000,0.0006,4332.13,2.60,0.019669613061167889,0.52,,2025-08-20T01:59:11
0x455ace95f873ce1de0b3a98586a8b8911d998fbdf4c0ffc97f35d822bc97190a,0x6f81481dfceb262323689f40109813e17223719c,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,5392052,5.392052,0.999772,5.39,0.019669370358167872,0.52,,2025-08-20T02:00:11
0xc293c6fcf3e8bdf49be27025d48bd171bfdca4aee7bc4c06634a8c459a5c0196,0x42c6024905116ff450dca3c80c2450b9125d7de1,ethereum-mainnet,sonic-mainnet,0xdd4c6fd31ccf66e250790643947675153c221a91,xSILO,1961567965511087068417,1961.567965511087068417,0.02554203,50.10,0.019965857802486487,0.53,,2025-08-20T02:01:35
0x33b8bb06f5a8ff8069bc40ad7a71afaaa63136e61f965609fc7f47edee8ddbc7,0xfda01d4fde9f9fc1d63ec0b8de66bc9c50055a52,ethereum-mainnet,ethereum-mainnet-base-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,50036540900807285236715,50036.540900807285236715,0.99864,49968.49,0.020985987583873756,0.55,,2025-08-20T02:05:11
0x45c11414100bef700a18d473aad6267c4f65554e130d8fa6be81289514aa56e7,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.020841165571820294,0.55,,2025-08-20T02:11:35
0x4286ad6518be234a77ef05a47e8f299a819547993c44ba563f5c1823b764b62b,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.020841165571820294,0.55,,2025-08-20T02:21:11
0x363728f7843967f21e263689dc4e0d01eb9f8db90348643f067e3bad6f1bcc58,0x24cb5245778b0882ebc5c1117c757d3ad7b86c78,ethereum-mainnet,wemix-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,25000000,25,0.999772,24.99,0.020912641897462201,0.55,,2025-08-20T02:23:47
0x67f7d4d0b4c45ad7e33e54c6c398169f61f4d722dc8a9ecd33b17d17a1c9d8f7,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.020841165571820294,0.55,,2025-08-20T02:25:35
0xb88c3829e8dc2063e452c858d78678390cdc29184f9e2921c04e1f99771bd1ac,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.020841165571820294,0.55,,2025-08-20T02:27:11
0x9338df391c137a7df273cf96a0a3e5489ffb74bd0c3a7f2e56e221ad012a2435,0xe119933fdcddb90cff7d9236dfd03dfaabb98b0b,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,7331107,7.331107,0.999772,7.33,0.020266055520811784,0.54,,2025-08-20T02:40:59
0x658c9368ae48df49ad012c82d1e78cbfe06faf80c003ff7d830a51261d2c53c4,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,sonic-mainnet,0xf0b2dd79324a66d2108c961d680f7616e1486bb0,SILO,87486564004000000000000,87486.564004,0.02373182,2076.22,0.020690378399699259,0.55,,2025-08-20T02:40:59
0xf3bad84a61eb7654c6bb8ef6e305c54eead80de70e4b590f29b8456f39d404c3,0xd86f14cd0bc71ec839de1dc89656ee991afcd515,ethereum-mainnet,binance_smart_chain-mainnet,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,300000000000000000000,300,0.999471,299.84,0.021764607938156311,0.58,,2025-08-20T02:44:47
0x5ba5988916e8323a5a19f5be7b0ade918d031e0126d414c18159f30103c37284,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021472117852012938,0.57,,2025-08-20T02:51:59
0x5906936be669958be9f4d305c5e945c075b035b6f9eed056c2889191eaa05677,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021472117852012938,0.57,,2025-08-20T02:52:23
0xf11ee31f783edbe709797a7ab5b695f1afdbd68debf505ea5834c53d4ecc22c7,0x023fa838682c115c2cfba96ef3791cb5bd931fc7,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,tETH,20997899999999999,0.020997899999999999,5247.88,110.19,0.021422342817323820,0.57,,2025-08-20T02:57:23
0x190bbdce3ac742d862caa90b7ddf224a9c14035c219edb38ef3b010fd799125c,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,90000000000000000,0.09,4332.13,389.89,0.020266307157625250,0.54,,2025-08-20T03:00:47
0x3a6e33a4970ab87aaf3c180035efebb611818635a4e3173da85e371020e06ad6,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021472117852012938,0.57,,2025-08-20T03:01:35
0x4fa02cb21b0d3cd6b913672b19c3a1a5439f3a5823b2f44d4439a3acbf255e01,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021472117852012938,0.57,,2025-08-20T03:13:23
0xe93a984fa39bf42915255f152b9a04d65bbd69b5ae3ef411466ddfdcec439566,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021472117852012938,0.57,,2025-08-20T03:19:35
0x7c53399dd27880a09e4a80a166d8b3266ee75ac1d589714f3c5b07b5c144b8a7,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021472117852012938,0.57,,2025-08-20T03:23:47
0xe0bfce4d5f3eed9617b006d6c796b6be2de8bd85c013850688369fac8c5187d5,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,polygon-mainnet-katana,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,1082000,0.01082,114485,1238.73,0.020213147210923457,0.53,,2025-08-20T03:25:23
