transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,totalValue,feeInLink,feeInUSD,feeInSol,blockTimestamp
0x8d1e26998da211bb2d1d8fb26d90dd3d4d5faff382ae08d235aa800a402ddcea,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,200000000000000000,0.2,4816.81,963.36,0.020597953379496485,0.55,,2025-08-22T00:08:35
0xf9668f9f8dea8644e9e0d43886827fd933d89a085920357a083243ada65d9619,0xecefe0ff18d172153a4b770bf6ef2bdb423547b5,ethereum-mainnet,binance_smart_chain-mainnet,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,500000000000000000,0.5,0.998955,0.50,0.022146385438347654,0.59,,2025-08-22T00:14:47
0x8e6455244254e5247b1d61ca1b330b713e724b907b6ed5885529f06b637cc285,0x5ff11daed3688e02315093870c95487ef3c381cd,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,1000000000,1000,0.17932,179.32,0.020515657210514480,0.55,,2025-08-22T00:18:35
0xb18fd8d68e2e309d3368519e5714a980d2f6004578b1dc747eeb12c7465a8ad0,0x72306bfca0df1c4e08e74b9d5988db87b8774928,ethereum-mainnet,ronin-mainnet,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,Unknown,6279,6279,,,0.020601261286834351,0.55,,2025-08-22T00:23:11
0x779d34ac911bdb2bbc7cf70b3c8be807c33ee7b98ed392841f962446a2587e00,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021846177436015680,0.58,,2025-08-22T00:28:23
0x5d749ca202be56264fa6d980f66c938b1f43014298d4889c1c58cd73eeed81cd,0x5ff11daed3688e02315093870c95487ef3c381cd,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,249247000000,249247,0.17932,44694.97,0.020510317671351593,0.55,,2025-08-22T00:42:23
0xbebd8eb5e39e2805b513d22256d89768028e9f2b9286435c06f462bad5c38c8e,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,436793300337963469661,436.793300337963469661,2.29,1000.26,0.020802466681074466,0.56,,2025-08-22T01:00:11
0x077c20786ecfd10aa5bbbd893b05eb4282d590e1d40ce5a713f12fd7d50928f7,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ethereum-mainnet-base-1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,98322316039854841,0.098322316039854841,4816.81,473.60,0.020529465157722991,0.55,,2025-08-22T01:11:11
0xcee70194ad91952e7715e2dac2fc67693375bed1ed673b6e8e31587ca0a7e3c5,0xab5f1eb5b88c77651eed32104b19e34f36675893,ethereum-mainnet,ronin-mainnet,,,,,,,0.020719358096753231,0.55,,2025-08-22T01:14:47
0x37d0c04bb7104c49ccb65a96f972992150d2e232c469d93c4b2c3acb41f3e15f,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,340897589000000000000,340.897589,26.71,9105.37,0.020553057391681832,0.55,,2025-08-22T01:15:23
0x1814388b318862dc43b646da02a537138d7dc6a37fa73d28fee06bb1e8c181b3,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021846177436015680,0.58,,2025-08-22T01:15:47
0x908cd27d22477c8a45584304084046936966a6f02ae7316e4e36597f9710860f,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,800000000000000,0.0008,4816.81,3.85,0.020601521662879409,0.55,,2025-08-22T01:21:35
0x38edebb7e05c2cabdba2cdec5b5603e4bd50613c0cda35c3451aec2a8f66be0b,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,6527284820000000000000,6527.28482,0.02673859,174.53,0.020684006017364798,0.55,,2025-08-22T01:38:11
0x5a71c6e2c745d5e09b1741b4b9ed7884e459fcc508d094f7ff0b03bffd4d7d99,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,342066853000000000000,342.066853,26.71,9136.61,0.020553057391681832,0.55,,2025-08-22T01:45:59
0x8445ecc54a2d2586fac5a7bbd9589430ef41aad98a3810fe4f490e518c8018a1,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,342427399000000000000,342.427399,26.71,9146.24,0.020553057391681832,0.55,,2025-08-22T01:49:47
0xb761dce1cc7454b9f72a1f6c9fa29ea18c51965be98b1c39882ab9b999e95f59,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,205569807000000000000,205.569807,26.71,5490.77,0.020553057391681832,0.55,,2025-08-22T01:50:47
0x309e1d927c1b6eb2797499e30ffcc46ae32bfee4ce7d2a7d5ab37ca4df18f48c,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2935814433363737,0.002935814433363737,4816.81,14.14,0.020601521662879409,0.55,,2025-08-22T01:52:11
0x7640e7c7fb7ca85961a39562ea8f54477c002e39da2699972f4a4b88598f0475,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1000000000000000,0.001,4816.81,4.82,0.020601521662879409,0.55,,2025-08-22T02:00:35
0x83939fd801159bf7d7f2faabb08012c0c434479c650582161116904e2ab61866,0xc5f63cbbd6dd02112c9d96f4af2e7619cd9e3c14,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.022493387474682009,0.60,,2025-08-22T02:07:47
0x5d62f3156452877ac7ef50c8645b1b599faff13cc10aab1e04eeefc6d64d953d,0x3f0bf2350a9d2c0e976ca0749d13b732202468a6,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,107190916521210754179195,107190.916521210754179195,0.999334,107119.53,0.022023529408704830,0.59,,2025-08-22T02:13:11
0x9ebfee4a9bc5ee51456c59c6e0ee320ce070bc610a282f5cef6439c7f0b06677,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021846177436015680,0.58,,2025-08-22T02:17:47
0xab42c2573536e7de1c772f849de9435e4bf93143b9f9f2f1c1f7f1f449db7f83,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021860580023166477,0.58,,2025-08-22T02:20:11
0xb7ed5bb97a6e92b3e525f13c8c77dee2d3e19e9126e07e1087b8902bcddd5fb7,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,4012538838643267,0.004012538838643267,4816.81,19.33,0.020602540153274004,0.55,,2025-08-22T02:24:11
0xdff6e984f94c0951ac624147c3a47fceee0a5beac13ef9c66165f9a6e6fd3c0c,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,10880183141603546,0.010880183141603546,4816.81,52.41,0.020602540153274004,0.55,,2025-08-22T02:31:11
0x2750f80c74fb71fab4df70ec4d561b585c866694b31a4bd99c21ff5232fdcf54,0xfaadaba2541488c4ac5f4888da1019708e3fae0c,ethereum-mainnet,ronin-mainnet,0x94e496474f1725f1c1824cb5bdb92d7691a4f03a,BANANA,1385000000000000000000,1385,0.601776,833.46,0.020602278441886990,0.55,,2025-08-22T02:33:23
0x241a37eda41b9a931c3860a7cab23ac30b997be0e89b8fa4352c321d1ee2d719,0x834ce4363ee428a0e267abd1c06e584f22108143,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,5999489569874737805778,5999.489569874737805778,0.997688,5985.62,0.019575824615907039,0.52,,2025-08-22T02:38:23
0xfa15cb4fa4ee2c00ce1c0cb6f91514195949b9ab8fd7383d93c7232fadb606c4,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,600367353000000000000,600.367353,26.71,16035.81,0.020666450265872448,0.55,,2025-08-22T02:39:35
0x303e9b02bebc5d86734164e33de809a288d092bd0d9faee71b04b5f4c1acceb9,0xe5f9f7b3c79ae6e33e30d97619c5c5d93178d304,ethereum-mainnet,gnosis_chain-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,200437065153469295,0.200437065153469295,0.997688,0.20,0.019219765672798237,0.51,,2025-08-22T02:42:11
0x4467dbbb0f17d427c992f555b39ea5224617672868abd9f1d66ceefe3fea5126,0x834ce4363ee428a0e267abd1c06e584f22108143,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,4999489569874737805778,4999.489569874737805778,0.997688,4987.93,0.019575824615907039,0.52,,2025-08-22T02:42:11
0x83508894d8f23149e9de265cd05547f0aa09eefb483113a33c060734c4602605,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,345110717000000000000,345.110717,26.71,9217.91,0.020666450265872448,0.55,,2025-08-22T02:45:59
0x9baa38fd1ea01592b18aaa6426b8402ba3b3574de5a370fe91b2e4c42fcb1b05,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,207672880000000000000,207.67288,26.71,5546.94,0.020666450265872448,0.55,,2025-08-22T02:47:47
0xf0a9f6933b2cf174ec0242753d717933b5b3f915e9f7330253697f7a821b009e,0x023fa838682c115c2cfba96ef3791cb5bd931fc7,ethereum-mainnet,binance_smart_chain-mainnet,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,106040,0.0010604,116946,124.01,0.023382873320538736,0.62,,2025-08-22T02:51:11
0x001ebb2057346ac696a64cc97634fec65f3363cc9b23cdd6891af6e25a84d208,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1294416227877461,0.001294416227877461,4816.81,6.23,0.020676920751722040,0.55,,2025-08-22T02:52:11
0xda04a856b664d968bc9824c5c557cf490fb825a0086ded66067644d10c8a6dfb,0x840c8219ee2af54a281518f5279d512580df00f5,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,5000000000,5000,0.999804,4999.02,0.020676658095487955,0.55,,2025-08-22T03:05:35
0xa7b8fb416a17506dc7083e5b1f3d05329fd772490c617f20dc70042bdb183a2a,0xfaadaba2541488c4ac5f4888da1019708e3fae0c,ethereum-mainnet,ronin-mainnet,0x94e496474f1725f1c1824cb5bdb92d7691a4f03a,BANANA,1362000000000000000000,1362,0.601776,819.62,0.020676658095487955,0.55,,2025-08-22T03:07:47
0xc9793852edd911a948444b2e5488b945814c4d371089c56a84c62c70146c10c5,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021939502477021464,0.59,,2025-08-22T03:07:47
0x69704b5d9a60d73444ea1bda7a9b7b6c2bbe6dd696977da877b883c7cff82c32,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021939502477021464,0.59,,2025-08-22T03:15:23
0x586a61f7555e131d5f0a6c6e93ae2cf73c22fa384709be3b00caab46ec3dfa5a,0x1d15024c9d51dd9aae2a890f4187775c1ec4ec58,ethereum-mainnet,ethereum-mainnet-base-1,0xc719d010b63e5bbf2c0551872cd5316ed26acd83,DIP,105455522020696044651810,105455.52202069604465181,0.00800621,844.30,0.020669468361153440,0.55,,2025-08-22T03:16:47
0xbee5ed504ce1fa7545755b045b2d071bada000f220fbc8a86002773f6128b573,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.021939502477021464,0.59,,2025-08-22T03:22:35
0xc01542d3f1f448fdc7d9470a5ae9f44f96a030ee047b5a1625c66d852d43621e,0x38b762fc4d538efd9addefd4f6dae8472ffd9b74,ethereum-mainnet,polkadot-mainnet-astar,0xf27441230eadeac85b764610325cc9a0d7859689,WASTR,32056000000000000000000,32056,0.02635406,844.81,0.022039937473050164,0.59,,2025-08-22T03:23:47
0x484ae461aa2d50bff3cf742f22f5576913a06cd48078686ecaa8e49817bf0621,0x72306bfca0df1c4e08e74b9d5988db87b8774928,ethereum-mainnet,ronin-mainnet,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,AXS,12766174743399887000,12.766174743399887,2.5,31.92,0.020676658095487955,0.55,,2025-08-22T03:30:11
0xde6bdbbf86a89a1bad9a3bbb792082ca98e82d9a8bb21cb226641ab3657db12a,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,509220223000000000000,509.220223,7.68,3910.81,0.022553661932384065,0.60,,2025-08-22T03:34:35
0xab55037d9f9ef84ce1334e442ee5984340c2435f22e00aa61aa60b7cdc8dc8e8,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,8000000000000000,0.008,4816.81,38.53,0.020676920751722040,0.55,,2025-08-22T03:36:23
0xfc407970cdecb96b322ff27f3c14a32670ec831aa20c239da6aaa96f8159ac34,0x58a6bb60978f8a973585286fdfa8f8dfc1ca2706,ethereum-mainnet,ethereum-mainnet-metis-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,800000000000000000,0.8,26.71,21.37,0.021430723262002228,0.57,,2025-08-22T03:38:35
0x1cab8cd828d2a639b28d9b7fb023b2350fcca95f2e0f41f4e8f112f65a974b04,0xe46913f511a25198d8baf1a95bbf3af50ea56f03,ethereum-mainnet,polkadot-mainnet-astar,0xf27441230eadeac85b764610325cc9a0d7859689,WASTR,100000000000000000000,100,0.02635406,2.64,0.022039937473050164,0.59,,2025-08-22T03:41:47
0xd50222b0b1520b69f57d896cf64ea1b5a5921fd7daf154330721d0f7427f5a55,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,691856353000000000000,691.856353,26.71,18479.48,0.020666450265872448,0.55,,2025-08-22T03:42:11
0x3fce1b79ecbd6a53f5f702e10bb016ead0a6c24c1bee24dccf81f0af23edef49,0x3b8216fcc50e3af3a19b7aa7be07c7c53b61514d,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,3198269326593434915766,3198.269326593434915766,0.997688,3190.87,0.020652061236514183,0.55,,2025-08-22T03:51:47
0x978fab5c1c0386a7a0d9d80c7e67a1a2c5ac122047fae68c5cab64805d895879,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020655837167879224,0.55,,2025-08-22T03:56:11
0x01c847ab447dde0c1f61b92ec5259d69afe0d956126717da135a876975d21e09,0x1d15024c9d51dd9aae2a890f4187775c1ec4ec58,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xa6422e3e219ee6d4c1b18895275fe43556fd50ed,STBU,33027520804529361503318,33027.520804529361503318,0.01478515,488.32,0.022553661932384065,0.60,,2025-08-22T03:56:35
0x8a5bb31b7f429d91d34ee35103b66af395aa2a41133e1a70b5e9f03837af578a,0xe8a335a8502625fb6c6e900a547694770d764484,ethereum-mainnet,hyperliquid-mainnet,0x004e9c3ef86bc1ca1f0bb5c7662861ee93350568,uniBTC,10000,0.0001,115983,11.60,0.026794195341187019,0.72,,2025-08-22T03:57:47
