transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0xe29d609e12af852d84502b1a52f1d76e99a7b8893b55e058591e4b133c8bb27a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,sonic-mainnet,,,,,,,0.024256745692431549,,0.60,2025-09-18T00:02:47
0xe29d609e12af852d84502b1a52f1d76e99a7b8893b55e058591e4b133c8bb27a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,sonic-mainnet,,,,,,,0.024256745692431549,,0.60,2025-09-18T00:02:47
0xe29d609e12af852d84502b1a52f1d76e99a7b8893b55e058591e4b133c8bb27a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,sonic-mainnet,,,,,,,0.024256745692431549,,0.60,2025-09-18T00:02:47
0xe29d609e12af852d84502b1a52f1d76e99a7b8893b55e058591e4b133c8bb27a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,sonic-mainnet,,,,,,,0.024256745692431549,,0.60,2025-09-18T00:02:47
0x971cf0f1e9e1bbf39c88b2926398d243d402bf6574ccf5d92844d954d1b6a0f2,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.097704127461808607,,2.41,2025-09-18T00:09:59
0xcf17f2bd0f16332dd5a751e73c1ee3de6b67f0b54d6199a91882b93418edc07c,0x08e3a28cc6ced05d5da9f5b578a06fecec063350,ethereum-mainnet,bitcoin-mainnet-bob-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1500073116,1500.073116,0.999713,1499.64,0.042991613266511679,,1.06,2025-09-18T00:18:35
0x2835c739a3b7878c635934f8f4c2215dae91bf7fa664897ae1ffa19d42b6ce3a,0xe1c14b9f065dead2e89ee35382f8bd42bdb87a04,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x482df7483a52496f4c65ab499966dfcdf4ddfdbc,LDY,75703959060000000000000,75703.959060000000000000,0.01089756,824.99,0.026234936719036223,,0.65,2025-09-18T00:31:23
0x407b836631ade33b7865897f2042cec0a805152a57dffbbdbb30b5066b0b8a24,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20843657540439497,0.020843657540439497,0.0188828,0.00,0.021517418953746304,,0.53,2025-09-18T00:41:59
0x407b836631ade33b7865897f2042cec0a805152a57dffbbdbb30b5066b0b8a24,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20843657540439497,0.020843657540439497,0.0188828,0.00,0.021517418953746304,,0.53,2025-09-18T00:41:59
0x407b836631ade33b7865897f2042cec0a805152a57dffbbdbb30b5066b0b8a24,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20843657540439497,0.020843657540439497,0.0188828,0.00,0.021517418953746304,,0.53,2025-09-18T00:41:59
0x407b836631ade33b7865897f2042cec0a805152a57dffbbdbb30b5066b0b8a24,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20843657540439497,0.020843657540439497,0.0188828,0.00,0.021517418953746304,,0.53,2025-09-18T00:41:59
0x407b836631ade33b7865897f2042cec0a805152a57dffbbdbb30b5066b0b8a24,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20843657540439497,0.020843657540439497,0.0188828,0.00,0.021517418953746304,,0.53,2025-09-18T00:41:59
0x407b836631ade33b7865897f2042cec0a805152a57dffbbdbb30b5066b0b8a24,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20843657540439497,0.020843657540439497,0.0188828,0.00,0.021517418953746304,,0.53,2025-09-18T00:41:59
0x407b836631ade33b7865897f2042cec0a805152a57dffbbdbb30b5066b0b8a24,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20843657540439497,0.020843657540439497,0.0188828,0.00,0.021517418953746304,,0.53,2025-09-18T00:41:59
0x407b836631ade33b7865897f2042cec0a805152a57dffbbdbb30b5066b0b8a24,0x7ace867b3a503c6c76834ac223993fbd8963bed2,ethereum-mainnet,polygon-mainnet,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,20843657540439497,0.020843657540439497,0.0188828,0.00,0.021517418953746304,,0.53,2025-09-18T00:41:59
