transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,totalValue,feeInLink,feeInUSD,feeInSol,blockTimestamp
0x406bc87d1176e79fd3fcfa4d1dd8da1d5e643fe8bbb1d2e21372ce3b303a7442,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,430173139281533114214,430.1731393,2.75,1182.98,0.0235863553,0.53,,2025-08-14 0:02:23
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-optimism-1,,,,,,,0.02454209443,0.55,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,sonic-mainnet,,,,,,,0.02515786101,0.56,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-arbitrum-1,,,,,,,0.03667848114,0.82,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.02667569858,0.6,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-optimism-1,,,,,,,0.02454209443,0.55,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,sonic-mainnet,,,,,,,0.02515786101,0.56,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-arbitrum-1,,,,,,,0.03667848114,0.82,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.02667569858,0.6,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-optimism-1,,,,,,,0.02454209443,0.55,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,sonic-mainnet,,,,,,,0.02515786101,0.56,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-arbitrum-1,,,,,,,0.03667848114,0.82,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.02667569858,0.6,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-optimism-1,,,,,,,0.02454209443,0.55,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,sonic-mainnet,,,,,,,0.02515786101,0.56,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-arbitrum-1,,,,,,,0.03667848114,0.82,,2025-08-14 0:05:35
0x1217424d759d6658e7329a3b8397f7f35dbda607dc80950b3c8cb7d201bf115a,0x777b1b4e79058778f8362a3dc53ee90f35934e8e,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.02667569858,0.6,,2025-08-14 0:05:35
0x40a9359f1ae069ded42662e6e9a2e824558ddeb46d022eee8c65e6f444fc623a,0xcae214dcc97572152a667d7c9c06b39d7790efea,ethereum-mainnet,berachain-mainnet,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,DOLO,1.1E+23,110000,0.213859,23524.49,0.02211951406,0.5,,2025-08-14 0:08:59
0x8634f1dcc403a3b7442311be57b2e0f11c39d10165395fb64b9f2e03f9d05ccb,0xe602a5616b952f19325815a8e0b879925d006935,ethereum-mainnet,berachain-mainnet,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,DOLO,20655657440889084442730,20655.65744,0.213859,4417.4,0.02211951406,0.5,,2025-08-14 0:10:11
