transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0x70ed16b51187d61435cbdadbcda23f8f8f722a68bf5dad62c5990bcec28b2f0f,0x063715c525924fd84f91dd7f169c56a8250e8c6a,ethereum-mainnet,hyperliquid-mainnet,0x6440f144b7e50d6a8439336510312d2f54beb01d,BOLD,15043600000000000000000,15043.600000000000000000,0.995984,14983.18,0.021846772333077351,,0.50,2025-09-09T00:00:11
0xf600500ad7f9a819c2fd120bf3ae629b50a5957d38bddbde24c07c40440761d1,0x099f52b74dfe2435a93b74872dd695eae80e57e2,ethereum-mainnet,polygon-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1100000,1.100000,0.999803,1.10,0.021538951656253736,,0.50,2025-09-09T00:18:59
0xde6193760a1155553b9bd4f24694dae17758069e1360237f9e6e19ccfdd531a2,0x099f52b74dfe2435a93b74872dd695eae80e57e2,ethereum-mainnet,polygon-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1100000,1.100000,0.999803,1.10,0.021538951656253736,,0.50,2025-09-09T00:20:47
0xaab99fe4b7ca98ae66a30d19e8e2de0dfa7deaf29b0fdba9b47ee0e91803501c,0x099f52b74dfe2435a93b74872dd695eae80e57e2,ethereum-mainnet,polygon-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1100000,1.100000,0.999803,1.10,0.021538951656253736,,0.50,2025-09-09T00:22:11
0x90c0a667bc2bf460a6f300af4c1dddaeb8a64436e4ebf38f7b39232f7f7eb72c,0x1d15024c9d51dd9aae2a890f4187775c1ec4ec58,ethereum-mainnet,ethereum-mainnet-base-1,0xc719d010b63e5bbf2c0551872cd5316ed26acd83,DIP,30925534350318146728586,30925.534350318146728586,0.00659522,203.96,0.021598888902135412,,0.50,2025-09-09T00:38:11
0x57172ebe028393cae86faa5c2116dd0e19014970a1724976d8b9428294fee956,0x7aad74b7f0d60d5867b59dbd377a71783425af47,ethereum-mainnet,ethereum-mainnet-linea-1,0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,rsETH,374160000000000000000,374.160000000000000000,4536.28,1697294.52,0.100306327510252494,,2.31,2025-09-09T00:41:35
0x1c9846afd57882dcfa4fec57bbe46d0efa90b95f44e0c407fa2be85ed88734c5,0x324bc62484cc2d71cac5ed3c183d7d21e62b1d2c,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,202083266582079152424,202.083266582079152424,0.115293,23.30,0.021504226667535497,,0.50,2025-09-09T00:42:23
0xa7440f7bec91026bdbf2873c0a654b1661008019b73ef9cf6bc4d8aec5be7da6,0x099f52b74dfe2435a93b74872dd695eae80e57e2,ethereum-mainnet,polygon-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1100000,1.100000,0.999803,1.10,0.021538951656253736,,0.50,2025-09-09T00:50:35
0xca2bcee0f7e963448b551c382ec1087514abfdff37c2ca99f09988b2a296e7e8,0x08d85e32cbeca0a474404b27ea8ef49fcb5bda00,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,tETH,20000000000000000,0.020000000000000000,5238.22,104.76,0.022559537011262648,,0.52,2025-09-09T00:59:23
0x7f3b3220104859148c5598ea42c1d027125395d69483dafeb769465e6b67a771,0x4e65539bb5f893ccd2b71d3d807b5112e1b85dfb,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,tETH,20537441532000000,0.020537441532000000,5238.22,107.58,0.022625083160232998,,0.52,2025-09-09T01:21:35
0x3f90a1878905a473d014f155e14683f9b7be7b44b846ab0690230654def8ccdd,0x099f52b74dfe2435a93b74872dd695eae80e57e2,ethereum-mainnet,polygon-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1100000,1.100000,0.999803,1.10,0.021585353583383236,,0.50,2025-09-09T01:23:11
0x25705f67ab1190951a9295d57f15437e87c2f4fd4175b7fca18a9d8ec01a7058,0x099f52b74dfe2435a93b74872dd695eae80e57e2,ethereum-mainnet,polygon-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1100000,1.100000,0.999803,1.10,0.021585353583383236,,0.50,2025-09-09T01:24:47
0xf5370c07cf0981314693ec66064e1f2cc837cd809e3d17512f1227ff9887a7b8,0x69734cccc13fbc6a6a5d075fa5dca1d57bb71b0c,ethereum-mainnet,avalanche-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,25000000000,25000,0.999803,24995.08,0.038417015805917089,,0.89,2025-09-09T01:24:59
0x66721c894f9c94cee8675626159b3b194c2a3382ca238494a088b6452463280f,0x099f52b74dfe2435a93b74872dd695eae80e57e2,ethereum-mainnet,polygon-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1100000,1.100000,0.999803,1.10,0.021585353583383236,,0.50,2025-09-09T01:26:47
0x110ea3bd1f88bdfc0007a81acd3d33ca6a3006690d540f658daeebe2b0314fa2,0x099f52b74dfe2435a93b74872dd695eae80e57e2,ethereum-mainnet,polygon-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1100000,1.100000,0.999803,1.10,0.021585353583383236,,0.50,2025-09-09T01:28:11
0x97d2976c03709551e28a63f5aaa196e35faf12891966b42e6b46ba4e5d7e075e,0x099f52b74dfe2435a93b74872dd695eae80e57e2,ethereum-mainnet,polygon-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1100000,1.100000,0.999803,1.10,0.021585353583383236,,0.50,2025-09-09T01:29:59
0x70ae93539e55b0d456254d1cbc5018e85a407220135b3690fe5669a6e29c38ce,0x7aad74b7f0d60d5867b59dbd377a71783425af47,ethereum-mainnet,ethereum-mainnet-linea-1,0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,rsETH,374160000000000000000,374.160000000000000000,4536.28,1697294.52,0.100306327510252494,,2.31,2025-09-09T01:30:59
0x0d0a9daa54de74c0b5fcb497ffab1c84b81f85555d8817271f940dfe26e5ae1f,0x099f52b74dfe2435a93b74872dd695eae80e57e2,ethereum-mainnet,polygon-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1100000,1.100000,0.999803,1.10,0.021585353583383236,,0.50,2025-09-09T01:32:35
