transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0xbdf8870ff36b5b9872af2c3d7f6300a85d912d82e9250def2f7fe6ae813a1c67,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,ethereum-mainnet-base-1,0xc719d010b63e5bbf2c0551872cd5316ed26acd83,DIP,69780474347608554515423,69780.474347608554515423,0.00704497,491.60,0.020591829890105526,,0.50,2025-09-14T00:19:47
0x82aa28b3458039693cd433e3d370e65b92ded60f39f33720e4bedd55dc3d194b,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,ethereum-mainnet-base-1,0xc719d010b63e5bbf2c0551872cd5316ed26acd83,DIP,36961163256220550586072,36961.163256220550586072,0.00704497,260.39,0.020670851918942832,,0.50,2025-09-14T00:24:59
0xdac7d828c1f621dbb47bf8649bfb17b8a8da295d76ed3df5642c2dfaa4160876,0x60de7ff4379931ca19f34e4bcdb6bab979a7da30,ethereum-mainnet,ronin-mainnet,0xae78736cd615f374d3085123a210448e74fc6393,rETH,50005811569930611440,50.005811569930611440,5264.68,263264.60,0.020618857227896737,,0.50,2025-09-14T00:39:47
0xa8c19d7d0ce458916a77380293bbd9a4daecdcee7e3a2ef9848ac6a1908e4df3,0x9cf69960f896f8e39efa28e9524270a22094e6c4,ethereum-mainnet,berachain-mainnet,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,DOLO,99990000000000000000000,99990,0.18219,18217.18,0.020483008214835185,,0.49,2025-09-14T00:46:11
0xd81a2b40c28a7d20b262c75d9778799a7fb7d358a37746c2fa7db9309ee70075,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,19000000000000000,0.019000000000000000,4608.79,87.57,0.020619118219486979,,0.50,2025-09-14T00:52:23
0xb2110843e0f0ac07a6ef14f4390c1a7ee0530f77f969b26ac775a5ed5fac083d,0xaab44a9bb59ecb56a9fd124c9759db99cea88888,ethereum-mainnet,ethereum-mainnet-base-1,0xb60acd2057067dc9ed8c083f5aa227a244044fd6,stTAO,2169219642,2.169219642,431.21,935.39,0.020670851918942832,,0.50,2025-09-14T01:28:11
0x8f9d890aca4da8b80aa4a8e5f0f377aee5644d310580399138d2244c8c011e56,0xab5f1eb5b88c77651eed32104b19e34f36675893,ethereum-mainnet,ronin-mainnet,,,,,,,0.020733463662335232,,0.50,2025-09-14T02:05:11
0x7f84946cc2b5f7ec25d4a50332a07729f769920553a2d0bcbbc18e99a65973bf,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020966257805838898,,0.51,2025-09-14T02:17:11
0x099e2d2c787282aee09a316efab757748f95cc2cefcdd069af3778d20283133c,0x3cb3b27227f0c8f90d30dd653a8429bb768a24cf,ethereum-mainnet,binance_smart_chain-mainnet,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,261266046061483082482,261.266046061483082482,0.999576,261.16,0.022361632558921127,,0.54,2025-09-14T02:29:11
0x13c9d2c3a45cfd4f0faf82e1dc9cb05855384197c86e925e0a42a8de8a6730c8,0xab5f1eb5b88c77651eed32104b19e34f36675893,ethereum-mainnet,ronin-mainnet,,,,,,,0.020740618911274076,,0.50,2025-09-14T03:44:59
0x7fcb53b72355ee8b4e4ca82599f5e5cfef1696b86cf99ebb54eeccf61193e3f3,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,112000000000000000,0.112000000000000000,4608.79,516.18,0.020687920218469696,,0.50,2025-09-14T03:56:23
0xac7fb4ea4014832ef3d11cc05145228ccb9b3092acd48da2144100d7cc177eab,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020944510967682975,,0.51,2025-09-14T04:00:59
0x7e0ff475b44157f06972b0f59179a835a6b0b1cc9a2c9b8801ac273029790e62,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,DPI,4119379891114789009,4.119379891114789009,119.31,491.48,0.021864510138770617,,0.53,2025-09-14T04:01:35
0xbe24d7bbb27901b83df092c6a01949108141c323e63ea30ac67dad0d3ee6c494,0x1d15024c9d51dd9aae2a890f4187775c1ec4ec58,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,DPI,2468608210313765708,2.468608210313765708,119.31,294.53,0.022495737237826587,,0.54,2025-09-14T04:01:35
0x549cbc97924cc3bbf77d581e42bd2dead403b072ab59446240fadcc979246450,0x21f00a127ab97d68e506ebab3379ddee849af8a5,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,900000000,900,0.999752,899.78,0.020684127754994723,,0.50,2025-09-14T04:06:11
0x3bf41ce8199c3af6512125f0b8deb8b1f7a0532519775ac575d0f4c48ff6f129,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,377945357000000000000,377.945357000000000000,24.13,9119.82,0.020971531973676991,,0.51,2025-09-14T04:13:23
0xaef84403bdcfc38dcef5fce2bf1882ada5d24a1baafb35f0291b682b32876283,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020944510967682975,,0.51,2025-09-14T04:29:11
0xaef84403bdcfc38dcef5fce2bf1882ada5d24a1baafb35f0291b682b32876283,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020944510967682975,,0.51,2025-09-14T04:29:11
0x9d2c3796e2f0c8d6cd47a48d1d2fd3f3cc5ba9dce2cd7c38e260a729c1dc317a,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020944510967682975,,0.51,2025-09-14T04:34:23
0x9d2c3796e2f0c8d6cd47a48d1d2fd3f3cc5ba9dce2cd7c38e260a729c1dc317a,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020944510967682975,,0.51,2025-09-14T04:34:23
0x27e8dd771847a3b804e833269ad7bcb9b748d8e05033a5ab6d15a11db3465510,0xa2c1aef4106a556526a5679f808d8141fe4c9769,ethereum-mainnet,sonic-mainnet,0xdd4c6fd31ccf66e250790643947675153c221a91,xSILO,13357902821514410050563,13357.902821514410050563,0.065253,871.64,0.021022372041806153,,0.51,2025-09-14T04:35:11
0x1c896cd2a0d045d8c513a4e79547f74c91203f022e26f4bc7ade072286e37720,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020944510967682975,,0.51,2025-09-14T04:35:35
0x66c251486f8141fb82259cf04927d247881ed9fcf55f5589cf36397bb6fa74a7,0xaab44a9bb59ecb56a9fd124c9759db99cea88888,ethereum-mainnet,ethereum-mainnet-base-1,0xb60acd2057067dc9ed8c083f5aa227a244044fd6,stTAO,2179279988,2.179279988,431.21,939.73,0.020824699824052287,,0.50,2025-09-14T04:39:47
0xe9c5edefdb4f104dc5208312d9c1f55ce99ca274cc2eb92cbf4defd450a5ca52,0xca7c91fe9d551596cf6f206372c413ca8cdb0eda,ethereum-mainnet,avalanche-mainnet,,,,,,,0.021180499731207333,,0.51,2025-09-14T05:18:59
0xbd10b2255325c65aa425af1485b45f32254e9900df86ac9d80a974a9b887eb8c,0xca7c91fe9d551596cf6f206372c413ca8cdb0eda,ethereum-mainnet,avalanche-mainnet,,,,,,,0.021180499731207333,,0.51,2025-09-14T05:20:11
0x8dea42c7a1ebdba68231670754577bb23c436ad8ba5f6662cd7e6298473bd93f,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,avalanche-mainnet,0x68749665ff8d2d112fa859aa293f07a622782f38,XAUt,512496,0.512496,3639.94,1865.45,0.062343865080717514,,1.50,2025-09-14T05:21:47
0xef48c37b290f509fede875d27fbdc80c702967d4703eec0d0e391c8f86c4b529,0xe25e69a76104e03b2d0f361893b4d6c89893afe0,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,349305946178361589387203,349305.946178361589387203,0.998404,348748.45,0.021027248973974885,,0.51,2025-09-14T06:04:11
0x89714bd51be18455d6f0fc241afd39f0167f8a9572bdf16b55ea875b879fcde0,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020740531303827105,,0.50,2025-09-14T06:13:23
0x8b08f2b77eef31fb9960be01b37b475529cd312b7d9be870327cbb44c2ac4cdd,0xf0000058000021003e4754dca700c766de7601c2,ethereum-mainnet,ethereum-mainnet-arbitrum-1,,,,,,,0.023422923519785199,,0.57,2025-09-14T06:33:23
0x95e34690d198eabdff9723df286d088646307c2f8d8b9c030a1a9dd272b9b037,0x07a75eed288e8a637109729d982fe5e7d544d670,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,tETH,569240648000000,0.000569240648000000,5606.94,3.19,0.021743221343720438,,0.52,2025-09-14T06:39:23
0x51bd2054ae47e20db02dd165037e3ffe4a40353e67e9c8df1a80a51efdf8980f,0x023fa838682c115c2cfba96ef3791cb5bd931fc7,ethereum-mainnet,binance_smart_chain-mainnet,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,46995300000000000000,46.995300000000000000,0.999576,46.98,0.022454176150974416,,0.54,2025-09-14T06:42:35
0x1746b8455a2de1da9ce0d082088598d3428da4ebf9aeb9e8d958ddc3841d24c4,0xde5700dc1df19fb63f85e85e9844e1853b91c91c,ethereum-mainnet,ronin-mainnet,0xdbb7a34bf10169d6d2d0d02a6cbb436cf4381bfa,ZENT,300136350000000000000000,300136.350000000000000000,0.00988502,2966.85,0.020682989278089790,,0.50,2025-09-14T07:27:47
0xe5b0794f8623bae69b649c93675dc33b510974d26750d4ccd6053d57c19d3a19,0xf0000058000021003e4754dca700c766de7601c2,ethereum-mainnet,ethereum-mainnet-arbitrum-1,,,,,,,0.023426505067298278,,0.57,2025-09-14T07:34:59
0xca17c5bdb549f959dfde01c151ff4bd831c5c07c2cca3ac9dff34d54a2a4e1ad,0xf0000058000021003e4754dca700c766de7601c2,ethereum-mainnet,ethereum-mainnet-arbitrum-1,,,,,,,0.023426505067298278,,0.57,2025-09-14T07:37:59
0x5fe665282e35fa1d62cf14d67d984f901d44bb81a50950b2a0d8f62727571f78,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1000000000000000000000,1000,6.04,6040.00,0.020657974008327553,,0.50,2025-09-14T07:42:59
0x1ea1a06a06f565697ff585726952ffe4debb46b28da4f130a40464e9b8a8384c,0x01c80f69cb27ff10506df825cff859ffc8721eb2,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,syrupUSDC,83878075257,83878.075257,1.12,93943.44,0.021741430569963992,,0.52,2025-09-14T07:43:47
