transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInW0G,feeInAPT,feeInUSD,blockTimestamp
0x95c2ed59591c8f04374cdb1cc458b3e10ec2d7d09acc803ea001976db74d7a8f,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,ethereum-mainnet-base-1,0x5f64ab1544d28732f0a24f4713c2c8ec0da089f0,DEXTF,8242329011374843232256,8242.329011374843232256,0.2699989828264166,2225.42,0.034604067922665495,,,,0.48,2025-11-14T00:01:11
0xf74de345387c87157ad8f94adf1d2bf3f70e9399d7a2157fb2e4b26d49fcae24,0xe69f81b825d7dc31ee9becef4dbeab5cf30e3abb,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1230000,1.230000,0.9997387970120171,1.23,0.067171982449277634,,,,0.93,2025-11-14T00:21:35
0x8a7111eb7d18d59410eaa1b0db602441f872728928d4b6356cd54a78ccdfe6ae,0x57c294fbf23033b7a9794841e932a3a8363aef71,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,14999492728540345093272,14999.492728540345093272,0.9992748640236724,14988.62,0.035507235142615307,,,,0.49,2025-11-14T00:31:23
0x520bd41f08fc8df17a632cdb6292cdf5ef5947f745359b7cce2068f82df0c615,0x2a5301ed60e8b6f3ddfcb1a0b7b59ae7b0afcf70,ethereum-mainnet,ethereum-mainnet-base-1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,tETH,21279608713994740,0.021279608713994740,3789.404548516864,80.64,0.034030166450951041,,,,0.47,2025-11-14T00:51:59
0x604f1ef5a177d1ecc62e690ae0d114fee086e08ad92e2ace9faf773a55442221,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.035522356430927021,,,,0.49,2025-11-14T01:03:47
0x914f97beec488f07435c8af2054a76a96e86176e0abd2eae3c63314daf1edeaa,0x771d10d0c86e26ea8d3b778ad4d31b30533b9cbf,ethereum-mainnet,binance_smart_chain-mainnet,,,,,,,0.035522356430927021,,,,0.49,2025-11-14T01:06:11
0xa307e186879be4a23265f077d7ea19773f571c39c6970e9e497760db528a0c46,0xac18d21721d4702fce58ae775ed9c1bd18faac88,ethereum-mainnet,ethereum-mainnet-base-1,0x9ce84f6a69986a83d92c324df10bc8e64771030f,CHEX,3914580086000000000000,3914.580086000000000000,,,0.034467217209433819,,,,0.48,2025-11-14T01:16:11
0x6160a779404edd5fe81ad2e1e18a2d8a0e83ac089ed8907b252538f3cc57d79f,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,23000000000000000000,23,3103.8859486588617,71389.38,0.033337981613710398,,,,0.46,2025-11-14T01:22:47
0xdb2bf20c04bf23c8899c9babdc2b9603cb711a046ce35165b77fa1960b0a8aa5,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,ethereum-mainnet-base-1,0x9ce84f6a69986a83d92c324df10bc8e64771030f,CHEX,4380305005254807650304,4380.305005254807650304,,,0.034467217209433819,,,,0.48,2025-11-14T01:38:35
0x313007332ec8fa6fc64f462166eb4520dbbdb1ac2846d353430387c04c80ac5b,0xac18d21721d4702fce58ae775ed9c1bd18faac88,ethereum-mainnet,binance_smart_chain-mainnet,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,18000000000000,18000,0.02261534941813485,407.08,0.037162502189300610,,,,0.51,2025-11-14T01:44:59
